entryid,gridref,datestamp,transcription
"""57f685b72c66dcab3d01c169""","{""type"":""Point"",""coordinates"":[-0.08814811706543,51.5098976648455]}","""2016-10-10T19:42:56.841+00:00""","[""King William St. Sta."",""King William St. Sta.""]"
"""57f685c52c66dcab3d01c173""","{""type"":""Point"",""coordinates"":[-0.085787773132324,51.5100045032309]}","""2016-10-10T19:43:23.486+00:00""","[""MONUMENT STREET"",""MONUMENT STREET""]"
"""57f685d32c66dcab3d01c17f""","{""type"":""Point"",""coordinates"":[-0.084950923919678,51.5092833392674]}","""2016-10-10T19:43:25.905+00:00""","[""LOWER THAMES STREET"",""LOWER THAMES STREET""]"
"""57f685e22c66dcab3d01c187""","{""type"":""Point"",""coordinates"":[-0.088212490081787,51.5107456876314]}","""2016-10-10T19:52:43.213+00:00""","[""Monument Sta."",""Monument Sta."",""Monument Sta.""]"
"""57f686422c66dcab3d01c1b3""","{""type"":""Point"",""coordinates"":[-0.087654590606689,51.511780654682]}","""2016-10-10T19:44:47.249+00:00""","[""KING WILLIAM STREET"",""KING WILLIAM STREET""]"
"""57f686682c66dcab3d01c1d0""","{""type"":""Point"",""coordinates"":[-0.085476636886597,51.5115336001676]}","""2016-10-10T19:52:33.928+00:00""","[""Gracechurch Street"",""GRACECHURCH STREET"",""GRACE CHURCH STREET""]"
"""57f6867d2c66dcab3d01c1e0""","{""type"":""Point"",""coordinates"":[-0.08539080619812,51.5106722374633]}","""2016-10-12T13:54:09.186+00:00""","[""EASTCHEAP"",""EASTCHEAP"",""EAST CHEAP""]"
"""57f6869f2c66dcab3d01c1fd""","{""type"":""Point"",""coordinates"":[-0.091280937194824,51.5105921098722]}","""2016-10-10T19:41:58.673+00:00""","[""DOWGATE HILL"",""DOWGATE HILL""]"
"""57f686ae2c66dcab3d01c208""","{""type"":""Point"",""coordinates"":[-0.093566179275513,51.5099243744654]}","""2016-10-10T19:41:39.535+00:00""","[""QUEEN ST. PL."",""QUEEN ST. PL.""]"
"""57f686bb2c66dcab3d01c218""","{""type"":""Point"",""coordinates"":[-0.092997550964355,51.5115002143197]}","""2016-10-10T19:42:06.527+00:00""","[""QUEEN STREET"",""QUEEN STREET""]"
"""57f686c82c66dcab3d01c226""","{""type"":""Point"",""coordinates"":[-0.098286867141724,51.5114067338153]}","""2016-10-10T19:40:55.986+00:00""","[""UPPER THAMES STREET"",""UPPER THAMES STREET""]"
"""57f686df2c66dcab3d01c23a""","{""type"":""Point"",""coordinates"":[-0.095583200454712,51.5115135686618]}","""2016-10-10T19:53:06.183+00:00""","[""Mansion Ho. Sta."",""Mansion Ho. St."",""Mansion Ho. Sta.""]"
"""57f686ed2c66dcab3d01c249""","{""type"":""Point"",""coordinates"":[-0.095465183258057,51.5126353194239]}","""2016-10-10T19:40:43.266+00:00""","[""CANNON STREET"",""CANNON STREET""]"
"""57f686f92c66dcab3d01c255""","{""type"":""Point"",""coordinates"":[-0.098115205764771,51.5118674573014]}","""2016-10-10T19:40:50.196+00:00""","[""QUEEN VICTORIA STREET"",""QUEEN VICTORIA STREET""]"
"""57f687282c66dcab3d01c27b""","{""type"":""Point"",""coordinates"":[-0.099831819534302,51.5133430765259]}","""2016-10-10T19:40:34.056+00:00""","[""ST. PAUL'S CHURCH YARD"",""ST. PAUL'S CHURCH YARD""]"
"""57f6878a2c66dcab3d01c2be""","{""type"":""Point"",""coordinates"":[-0.101661086082458,51.5119843067201]}","""2016-10-10T19:40:02.017+00:00""","[""G.P.O. SAVINGS BK."",""G.P.O. SAVINGS BK.""]"
"""57f687a62c66dcab3d01c2d5""","{""type"":""Point"",""coordinates"":[-0.102900266647339,51.5109526829225]}","""2016-10-10T19:41:05.51+00:00""","[""St. Paul's Station"",""St. Paul's Station""]"
"""57f687be2c66dcab3d01c2e6""","{""type"":""Point"",""coordinates"":[-0.103543996810913,51.5134432299446]}","""2016-10-10T19:40:18.565+00:00""","[""Ludgate Hill Sta."",""Ludgate Hill Sta.""]"
"""57f687c72c66dcab3d01c2ee""","{""type"":""Point"",""coordinates"":[-0.103211402893066,51.5140241154312]}","""2016-10-10T19:39:48.937+00:00""","[""LUDGATE HILL"",""LUDGATE HILL""]"
"""57f688162c66dcab3d01c32a""","{""type"":""Point"",""coordinates"":[-0.105475187301636,51.5115202458314]}","""2016-10-10T19:55:32.921+00:00""","[""Blackfriars' Sta."",""Blackfriars Sta."",""Blackfriars' Sta.""]"
"""57f688232c66dcab3d01c334""","{""type"":""Point"",""coordinates"":[-0.104477405548096,51.5135700906256]}","""2016-10-10T19:39:43.34+00:00""","[""NEW BRIDGE STREET"",""NEW BRIDGE STREET""]"
"""57f688312c66dcab3d01c33a""","{""type"":""Point"",""coordinates"":[-0.107545852661133,51.5124951020892]}","""2016-10-10T19:38:42.543+00:00""","[""TUDOR STREET"",""TUDOR STREET""]"
"""57f6884a2c66dcab3d01c348""","{""type"":""Point"",""coordinates"":[-0.107899904251099,51.5118340716981]}","""2016-10-10T19:38:46.925+00:00""","[""TALLIS STREET"",""TALLIS STREET""]"
"""57f6885c2c66dcab3d01c350""","{""type"":""Point"",""coordinates"":[-0.106387138366699,51.5123949465859]}","""2016-10-10T19:39:10.481+00:00""","[""JOHN CARPENTER ST."",""JOHN CARPENTER ST.""]"
"""57f6886b2c66dcab3d01c35a""","{""type"":""Point"",""coordinates"":[-0.107020139694214,51.5123682384145]}","""2016-10-10T19:39:02.466+00:00""","[""CARMELITE ST."",""CARMELITE ST.""]"
"""57f6887e2c66dcab3d01c360""","{""type"":""Point"",""coordinates"":[-0.104466676712036,51.5117138833237]}","""2016-10-10T19:39:36.409+00:00""","[""L.B"",""L.B""]"
"""57f688882c66dcab3d01c368""","{""type"":""Point"",""coordinates"":[-0.106086730957031,51.5120677704072]}","""2016-10-10T19:39:14.989+00:00""","[""Schs."",""Schs""]"
"""57f6888b2c66dcab3d01c36e""","{""type"":""Point"",""coordinates"":[-0.105786323547363,51.5138972560146]}","""2016-10-10T19:38:28.803+00:00""","[""Ch."",""Ch.""]"
"""57f6889e2c66dcab3d01c376""","{""type"":""Point"",""coordinates"":[-0.10911226272583,51.5129090758334]}","""2016-10-10T19:38:37.577+00:00""","[""KING'S BENCH WALK"",""KING'S BENCH WALK""]"
"""57f688a82c66dcab3d01c37a""","{""type"":""Point"",""coordinates"":[-0.110067129135132,51.5117873318124]}","""2016-10-10T19:35:46.114+00:00""","[""THE TEMPLE"",""THE TEMPLE""]"
"""57f688b12c66dcab3d01c380""","{""type"":""Point"",""coordinates"":[-0.112953186035156,51.5125418412487]}","""2016-10-10T19:35:54.214+00:00""","[""ESSEX ST."",""ESSEX ST.""]"
"""57f688bb2c66dcab3d01c386""","{""type"":""Point"",""coordinates"":[-0.114820003509521,51.5110394871196]}","""2016-10-10T19:35:33.384+00:00""","[""THE APPROACH"",""THE APPROACH""]"
"""57f688c52c66dcab3d01c38a""","{""type"":""Point"",""coordinates"":[-0.11460542678833,51.5107056239181]}","""2016-10-10T19:35:38.598+00:00""","[""Temple Station"",""Temple Station""]"
"""57f688d42c66dcab3d01c390""","{""type"":""Point"",""coordinates"":[-0.11535108089447,51.5117005290403]}","""2016-10-10T19:35:20.908+00:00""","[""HOWARD ST."",""HOWARD ST.""]"
"""57f688dc2c66dcab3d01c394""","{""type"":""Point"",""coordinates"":[-0.1151043176651,51.5123048064446]}","""2016-10-10T19:35:27.679+00:00""","[""NORFOLK STREET"",""NORFOLK STREET""]"
"""57f6a91b2c66dcab3d01d69d""","{""type"":""Point"",""coordinates"":[-0.116879940032959,51.5117005290403]}","""2016-10-10T19:35:14.541+00:00""","[""KING'S COLL"",""KING'S COLL.""]"
"""57f6a9342c66dcab3d01d6b1""","{""type"":""Point"",""coordinates"":[-0.117523670196533,51.5114467969121]}","""2016-10-10T19:35:05.62+00:00""","[""SOMERSET HOUSE"",""SOMERSET HOUSE""]"
"""57f6a9422c66dcab3d01d6bc""","{""type"":""Point"",""coordinates"":[-0.119411945343018,51.5105453687123]}","""2016-10-12T14:21:31.216+00:00""","[""SAVOY ST"",""SAVOY ST."",""AVOY ST.""]"
"""57f6a94e2c66dcab3d01d6c1""","{""type"":""Point"",""coordinates"":[-0.120077133178711,51.510158082971]}","""2016-10-10T19:34:56.837+00:00""","[""SAVOY HILL"",""SAVOY HILL""]"
"""57f6a9562c66dcab3d01d6c9""","{""type"":""Point"",""coordinates"":[-0.119937658309937,51.5095237285236]}","""2016-10-08T13:33:19.828+00:00""","[""Hotel"",""Hotel""]"
"""57f6a9fc2c66dcab3d01d72e""","{""type"":""Point"",""coordinates"":[-0.118746757507324,51.509243274268]}","""2016-10-08T13:33:37.047+00:00""","[""Pier"",""Pier""]"
"""57f6aa142c66dcab3d01d742""","{""type"":""Point"",""coordinates"":[-0.120205879211426,51.5083484801023]}","""2016-10-08T13:34:08.68+00:00""","[""Cleopatra's Needle"",""Cleopatra's Needle""]"
"""57f6aa1c2c66dcab3d01d749""","{""type"":""Point"",""coordinates"":[-0.12086033821106,51.507734133635]}","""2016-10-08T13:25:04.931+00:00""","[""Swimming Bath"",""Swimming Bath""]"
"""57f6aa2a2c66dc32f2000001""","{""type"":""Point"",""coordinates"":[-0.121396780014038,51.5071064232539]}","""2016-10-08T13:25:19.166+00:00""","[""Charing Cross Pier"",""Charing Cross Pier""]"
"""57f6ab932c66dc32c000000a""","{""type"":""Point"",""coordinates"":[-0.102385282516479,51.5160337885306]}","""2016-10-10T19:49:19.538+00:00""","[""GAOL"",""GAOL""]"
"""57f6abb42c66dcab3d01d7d9""","{""type"":""Point"",""coordinates"":[-0.102406740188599,51.5150590080009]}","""2016-10-10T19:49:26.976+00:00""","[""OLD BAILEY"",""OLD BAILEY""]"
"""57f6ac302c66dc32c000000e""","{""type"":""Point"",""coordinates"":[-0.096280574798584,51.515679932257]}","""2016-10-10T19:48:58.275+00:00""","[""Hall"",""Hall""]"
"""57f6ac3c2c66dcab3d01d81d""","{""type"":""Point"",""coordinates"":[-0.095218420028687,51.5158201397885]}","""2016-10-10T19:48:54.698+00:00""","[""GRESHAM STREET"",""GRESHAM STREET""]"
"""57f6ac522c66dcab3d01d833""","{""type"":""Point"",""coordinates"":[-0.092439651489258,51.5140641762262]}","""2016-10-10T19:45:32.626+00:00""","[""KING STREET"",""KING STREET""]"
"""57f6ac5e2c66dcab3d01d840""","{""type"":""Point"",""coordinates"":[-0.090959072113037,51.5141509744944]}","""2016-10-10T19:45:28.665+00:00""","[""OLD JEWRY"",""OLD JEWRY""]"
"""57f6ac772c66dcab3d01d84e""","{""type"":""Point"",""coordinates"":[-0.089768171310425,51.5144781357114]}","""2016-10-10T19:45:21.88+00:00""","[""PRINCES STREET"",""PRINCES STREET""]"
"""57f6ac7d2c66dcab3d01d854""","{""type"":""Point"",""coordinates"":[-0.089124441146851,51.5146650839233]}","""2016-10-10T19:45:39.214+00:00""","[""LOTHBURY"",""LOTHBURY""]"
"""57f6ac892c66dcab3d01d85f""","{""type"":""Point"",""coordinates"":[-0.088695287704468,51.5134832912505]}","""2016-10-10T19:52:00.386+00:00""","[""Bank"",""BANK"",""BANK""]"
"""57f6ac9e2c66dcab3d01d86d""","{""type"":""Point"",""coordinates"":[-0.087869167327881,51.5137370120361]}","""2016-10-10T19:51:53.759+00:00""","[""Threadneedle Street"",""THREADNEEDLE STREET"",""THREADNEEDLE STREET""]"
"""57f6acb62c66dcab3d01d87a""","{""type"":""Point"",""coordinates"":[-0.089424848556519,51.5155664306058]}","""2016-10-10T19:45:53.068+00:00""","[""MOORGATE STREET"",""MOORGATE STREET""]"
"""57f6acc22c66dcab3d01d882""","{""type"":""Point"",""coordinates"":[-0.093973875045776,51.5158869051281]}","""2016-10-11T17:59:28.661+00:00""","[""Guildhall"",""Guild hall"",""Guild Hall""]"
"""57f6ace92c66dcab3d01d898""","{""type"":""Point"",""coordinates"":[-0.09912371635437,51.5175960644997]}","""2016-10-10T19:51:15.863+00:00""","[""LITTLE BRITAIN"",""LITTLE BRITAIN""]"
"""57f6acff2c66dcab3d01d8a6""","{""type"":""Point"",""coordinates"":[-0.101526975631714,51.517969934563]}","""2016-10-10T19:51:08.459+00:00""","[""WEST SMITHFIELD"",""WEST SMITHFIELD""]"
"""57f6ad082c66dc32c0000015""","{""type"":""Point"",""coordinates"":[-0.104176998138428,51.5174358335331]}","""2016-10-10T19:49:45.177+00:00""","[""SNOW HILL"",""SNOW HILL""]"
"""57f6ad192c66dcab3d01d8aa""","{""type"":""Point"",""coordinates"":[-0.103635191917419,51.5175459923832]}","""2016-10-10T19:49:48.985+00:00""","[""KING ST."",""KING ST.""]"
"""57f6ad252c66dc32c0000017""","{""type"":""Point"",""coordinates"":[-0.103715658187866,51.5181134731469]}","""2016-10-11T17:59:44.074+00:00""","[""WEST SMITHFIELD"",""EST SMITHFIELD"",""West Smithfield""]"
"""57f6ad3b2c66dcab3d01d8b0""","{""type"":""Point"",""coordinates"":[-0.089821815490723,51.5162808186393]}","""2016-10-10T19:45:59.521+00:00""","[""COLEMAN ST."",""COLEMAN ST.""]"
"""57f6ad522c66dcab3d01d8b4""","{""type"":""Point"",""coordinates"":[-0.088523626327515,51.5166546994988]}","""2016-10-10T19:50:54.104+00:00""","[""Sch."",""Sch."",""Sch.""]"
"""57f6ad572c66dcab3d01d8b6""","{""type"":""Point"",""coordinates"":[-0.086914300918579,51.5167281400212]}","""2016-10-10T19:50:48.798+00:00""","[""Sch."",""Sch."",""Sch.""]"
"""57f6ad5b2c66dcab3d01d8b8""","{""type"":""Point"",""coordinates"":[-0.08489727973938,51.516614640982]}","""2016-10-10T19:51:03.593+00:00""","[""Ch."",""Ch."",""Ch.""]"
"""57f6ad662c66dcab3d01d8ba""","{""type"":""Point"",""coordinates"":[-0.085755586624145,51.5145983167928]}","""2016-10-10T19:51:29.544+00:00""","[""Old BRoad Street"",""OLD BROAD STREET"",""OLD BROAD STREET""]"
"""57f6adc32c66dcab3d01d8be""","{""type"":""Point"",""coordinates"":[-0.082601308822632,51.5134165223878]}","""2016-10-10T16:51:17.015+00:00""","[""Leadenhall Street"",""LEADENHALL STREET""]"
"""57f6adcb2c66dcab3d01d8c0""","{""type"":""Point"",""coordinates"":[-0.086066722869873,51.5131828305978]}","""2016-10-10T19:52:13.484+00:00""","[""h."",""Ch."",""Ch.""]"
"""57f6add12c66dc32f200000c""","{""type"":""Point"",""coordinates"":[-0.084167718887329,51.5131694767451]}","""2016-10-10T19:52:18.759+00:00""","[""Ch."",""Ch."",""Ch.""]"
"""57f6addd2c66dc32c000001d""","{""type"":""Point"",""coordinates"":[-0.083277225494385,51.5115469544999]}","""2016-10-10T19:44:29.457+00:00""","[""FENCHURCH STREET"",""FENCHURCH STREET""]"
"""57f6adef2c66dc32f200000e""","{""type"":""Point"",""coordinates"":[-0.085272789001465,51.5100312127881]}","""2016-10-10T19:43:02.63+00:00""","[""Ch."",""Ch.""]"
"""57f6adf52c66dcab3d01d8cb""","{""type"":""Point"",""coordinates"":[-0.084366202354431,51.5101447282315]}","""2016-10-10T19:43:05.904+00:00""","[""Ch."",""Ch.""]"
"""57f6adf92c66dcab3d01d8ce""","{""type"":""Point"",""coordinates"":[-0.084167718887329,51.5097407455127]}","""2016-10-10T19:43:09.244+00:00""","[""sch."",""Sch.""]"
"""57f6adfd2c66dcab3d01d8d0""","{""type"":""Point"",""coordinates"":[-0.082810521125793,51.5094369214385]}","""2016-10-10T19:43:12.463+00:00""","[""Ch."",""Ch.""]"
"""57f6ae0e2c66dcab3d01d8d6""","{""type"":""Point"",""coordinates"":[-0.081807374954224,51.5100245354003]}","""2016-10-12T13:54:17.426+00:00""","[""GREAT TOWER STREET"",""GREAT TOWER STREET"",""GREEAT TOWER STREET""]"
"""57f6ae982c66dcab3d01d8e0""","{""type"":""Point"",""coordinates"":[-0.089972019195557,51.5174024520108]}","""2016-10-10T19:47:35.901+00:00""","[""LONDON WALL"",""LONDON WALL""]"
"""57f6aeab2c66dcab3d01d8e8""","{""type"":""Point"",""coordinates"":[-0.088491439819336,51.5177696474107]}","""2016-10-10T19:47:30.754+00:00""","[""FINSBURY PAVEMENT"",""FINSBURY PAVEMENT""]"
"""57f6b1882c66dcab3d01daca""","{""type"":""Point"",""coordinates"":[-0.092439651489258,51.5183037445261]}","""2016-10-10T19:47:40.588+00:00""","[""FORE STREET"",""FORE STREET""]"
"""57f6b1972c66dcab3d01dad9""","{""type"":""Point"",""coordinates"":[-0.092192888259888,51.5186776087803]}","""2016-10-10T19:47:48.58+00:00""","[""Moorgate St. Sta."",""Moorgate St. Sta.""]"
"""57f6b2752c66dcab3d01db5c""","{""type"":""Point"",""coordinates"":[-0.087069869041443,51.5182136160771]}","""2016-10-10T19:50:18.999+00:00""","[""Finsbury Circus"",""FINSBURY CIRCUS"",""FINSBURY CIRCUS""]"
"""57f6b27f2c66dcab3d01db60""","{""type"":""Point"",""coordinates"":[-0.086957216262817,51.5180366967513]}","""2016-10-10T19:50:30.118+00:00""","[""Met. Ry."",""MET. RY."",""MET. RY.""]"
"""57f6b28d2c66dcab3d01db64""","{""type"":""Point"",""coordinates"":[-0.086667537689209,51.5176661653703]}","""2016-10-10T19:50:42.717+00:00""","[""R.C. Chap."",""R.C. Chap."",""R.C. Chap""]"
"""57f6b2972c66dcab3d01db6a""","{""type"":""Point"",""coordinates"":[-0.085337162017822,51.5179599202262]}","""2016-10-10T19:48:09.921+00:00""","[""Chaps."",""Chaps.""]"
"""57f6b2a02c66dcab3d01db6e""","{""type"":""Point"",""coordinates"":[-0.085718035697937,51.5185841430045]}","""2016-10-10T19:48:04.981+00:00""","[""ELDON STREET"",""ELDON STREET""]"
"""57f6b2b52c66dcab3d01db74""","{""type"":""Point"",""coordinates"":[-0.085294246673584,51.5170085481997]}","""2016-10-10T19:46:57.391+00:00""","[""BLOMFIELD ST."",""BLOMFIELD ST.""]"
"""57f6b2cb2c66dcab3d01db80""","{""type"":""Point"",""coordinates"":[-0.084784626960754,51.5171454134694]}","""2016-10-10T19:46:25.715+00:00""","[""Bishopsgate Sta."",""Bishopsgate Sta.""]"
"""57f6b2d12c66dcab3d01db84""","{""type"":""Point"",""coordinates"":[-0.084784626960754,51.5169417845043]}","""2016-10-10T19:46:51.293+00:00""","[""NEW BROAD ST"",""NEW BROAD ST.""]"
"""57f6b2dc2c66dcab3d01db90""","{""type"":""Point"",""coordinates"":[-0.083540081977844,51.5165278474083]}","""2016-10-10T19:46:43.662+00:00""","[""NEW BROAD ST."",""NEW BROAD ST.""]"
"""57f6b2e42c66dcab3d01db98""","{""type"":""Point"",""coordinates"":[-0.082767605781555,51.516771536638]}","""2016-10-10T19:51:10.805+00:00""","[""Sch."",""Sch."",""Sch.""]"
"""57f6b2ea2c66dcab3d01db9e""","{""type"":""Point"",""coordinates"":[-0.082354545593262,51.5164844505594]}","""2016-10-10T19:51:16.403+00:00""","[""Church"",""Church"",""Church""]"
"""57f6b6742c66dcab3d01dd41""","{""type"":""Point"",""coordinates"":[-0.104960203170776,51.5186308759163]}","""2016-10-10T19:50:09.634+00:00""","[""CHARTERHOUSE STREET"",""CHARTERHOUSE STREET""]"
"""57f6b67d2c66dcab3d01dd47""","{""type"":""Point"",""coordinates"":[-0.10711669921875,51.5183438015573]}","""2016-10-10T19:50:02.181+00:00""","[""ELY PLACE"",""ELY PLACE""]"
"""57f6b6e42c66dcab3d01dd70""","{""type"":""Point"",""coordinates"":[-0.106027722358704,51.5153627945816]}","""2016-10-10T19:38:24.043+00:00""","[""ST. BRIDE'S ST."",""ST. BRIDE'S ST.""]"
"""57f6b8032c66dcab3d01ddf0""","{""type"":""Point"",""coordinates"":[-0.110946893692017,51.5141442977105]}","""2016-10-10T19:38:06.558+00:00""","[""Ch."",""Ch.""]"
"""57f6b81f2c66dcab3d01ddfc""","{""type"":""Point"",""coordinates"":[-0.113672018051147,51.5131961844467]}","""2016-10-10T19:36:01.516+00:00""","[""Ch."",""Ch.""]"
"""57f6b8282c66dcab3d01de01""","{""type"":""Point"",""coordinates"":[-0.114401578903198,51.5128623370507]}","""2016-10-10T19:35:57.898+00:00""","[""L.B"",""L.B""]"
"""57f6b8352c66dcab3d01de08""","{""type"":""Point"",""coordinates"":[-0.114476680755615,51.5146650839233]}","""2016-10-10T19:36:15.649+00:00""","[""CAREY STREET"",""CAREY STREET""]"
"""57f6b84d2c66dcab3d01de12""","{""type"":""Point"",""coordinates"":[-0.114637613296509,51.5144814740791]}","""2016-10-10T19:36:11.224+00:00""","[""ROYAL COURTS OF JUSTICE"",""ROYAL COURTS OF JUSTICE""]"
"""57f6b85d2c66dcab3d01de1a""","{""type"":""Point"",""coordinates"":[-0.117073059082031,51.5132028613697]}","""2016-10-10T19:53:43.887+00:00""","[""NEWCASTLE ST."",""NEWCASTLE ST.""]"
"""57f6b8b82c66dcab3d01de32""","{""type"":""Point"",""coordinates"":[-0.119776725769043,51.5111062594663]}","""2016-10-10T19:34:44.291+00:00""","[""STRAND"",""STRAND""]"
"""57f6b8c82c66dcab3d01de3a""","{""type"":""Point"",""coordinates"":[-0.120677947998047,51.5120610933179]}","""2016-10-10T19:34:33.172+00:00""","[""WELLINGTON STREET"",""WELLINGTON STREET""]"
"""57f6b8e92c66dcab3d01de43""","{""type"":""Point"",""coordinates"":[-0.120431184768677,51.512528487208]}","""2016-10-12T14:21:18.728+00:00""","[""CATHERINE ST"",""CATHERINE ST."",""ATHERINE ST.""]"
"""57f6b8fc2c66dcab3d01de49""","{""type"":""Point"",""coordinates"":[-0.121734738349915,51.512438347331]}","""2016-10-10T19:34:17.115+00:00""","[""RUSSELL ST"",""RUSSELL ST.""]"
"""57f6b93d2c66dcab3d01de77""","{""type"":""Point"",""coordinates"":[-0.121112465858459,51.5115669859911]}","""2016-10-10T19:34:11.24+00:00""","[""BURLEIGH ST."",""BURLEIGH ST.""]"
"""57f6c1a42c66dcab3d01e291""","{""type"":""Point"",""coordinates"":[-0.046477317810059,51.5018239646064]}","""2016-10-07T11:14:43.695+00:00""","[""F.B."",""F.B.""]"
"""57f6c1c22c66dcab3d01e299""","{""type"":""Point"",""coordinates"":[-0.053097009658813,51.4977965967838]}","""2016-10-07T11:14:22.149+00:00""","[""MOODKEE ST."",""MOODKEE ST.""]"
"""57f6c20f2c66dcab3d01e2b2""","{""type"":""Point"",""coordinates"":[-0.048526525497437,51.4951782828742]}","""2016-10-06T21:28:47.707+00:00""","[""Yard""]"
"""57f6cd362c66dcab3d01e6ba""","{""type"":""Point"",""coordinates"":[-0.12009859085083,51.5137837499214]}","""2016-10-10T19:53:26.788+00:00""","[""KEMBLE ST."",""KEMBLE ST.""]"
"""57f6cd402c66dcab3d01e6c0""","{""type"":""Point"",""coordinates"":[-0.118564367294312,51.5139373169212]}","""2016-10-10T19:53:32.753+00:00""","[""STANHOPE ST."",""STANHOPE ST.""]"
"""57f6cd4b2c66dcab3d01e6c6""","{""type"":""Point"",""coordinates"":[-0.117244720458984,51.5143980148143]}","""2016-10-10T19:53:38.078+00:00""","[""CLARE MARKET"",""CLARE MARKET""]"
"""57f6cde62c66dcab3d01e6ea""","{""type"":""Point"",""coordinates"":[-0.121514797210693,51.5147318509559]}","""2016-10-10T19:53:20.078+00:00""","[""GREAT WILD ST."",""GREAT WILD ST.""]"
