entryid,gridref,datestamp,transcription
"""57f646622c66dcab3d01a3d7""","{""type"":""Point"",""coordinates"":[-0.093190670013428,51.5166802923876]}","""2016-10-06T20:00:04.673+00:00""","[""Ch."",""Ch.""]"
"""57f646672c66dcab3d01a3d9""","{""type"":""Point"",""coordinates"":[-0.091903209686279,51.5166669395601]}","""2016-10-06T20:00:08.476+00:00""","[""Ch."",""Ch.""]"
"""57f6466d2c66dcab3d01a3db""","{""type"":""Point"",""coordinates"":[-0.095046758651733,51.5153917264973]}","""2016-10-06T19:55:46.086+00:00""","[""Ch."",""Ch.""]"
"""57f646722c66dcab3d01a3dd""","{""type"":""Point"",""coordinates"":[-0.092836618423462,51.5150578951918]}","""2016-10-06T19:55:50.819+00:00""","[""Ch."",""Ch.""]"
"""57f646792c66dcab3d01a3df""","{""type"":""Point"",""coordinates"":[-0.096698999404907,51.513462147754]}","""2016-10-06T17:20:43.551+00:00""","[""Ch."",""Ch.""]"
"""57f646922c66dcab3d01a3e3""","{""type"":""Point"",""coordinates"":[-0.094510316848755,51.5186030586787]}","""2016-10-06T20:18:36.979+00:00""","[""Ch."",""Ch.""]"
"""57f6481b2c66dcab3d01a4b7""","{""type"":""Point"",""coordinates"":[-0.087230801582336,51.5185101491122]}","""2016-10-06T20:21:58.625+00:00""","[""Chap."",""Chap.""]"
"""57f648352c66dcab3d01a4bd""","{""type"":""Point"",""coordinates"":[-0.07415771484375,51.5159592341015]}","""2016-10-12T13:55:00.044+00:00""","[""Whitechapel"",""WHITECHAPEL""]"
"""57f6489d2c66dcab3d01a4f0""","{""type"":""Point"",""coordinates"":[-0.105298161506653,51.5173084272411]}","""2016-10-06T19:52:12.831+00:00""","[""Snow Hill Sta."",""SNOW HILL Sta.""]"
"""57f648f02c66dcab3d01a513""","{""type"":""Point"",""coordinates"":[-0.105968713760376,51.5156693610197]}","""2016-10-06T19:51:47.693+00:00""","[""Farringdon Ave."",""FARRINGDON AVE.""]"
"""57f6492c2c66dcab3d01a52f""","{""type"":""Point"",""coordinates"":[-0.110281705856323,51.5139362040847]}","""2016-10-06T17:20:32.828+00:00""","[""Fleet Street"",""FLEET STREET""]"
"""57f64b972c66dcab3d01a586""","{""type"":""Point"",""coordinates"":[-0.097814798355103,51.5168271732316]}","""2016-10-06T19:58:20.334+00:00""","[""Ch."",""Ch.""]"
"""57f64ba52c66dcab3d01a588""","{""type"":""Point"",""coordinates"":[-0.101049542427063,51.5180528309152]}","""2016-10-06T19:58:43.431+00:00""","[""Ch."",""Ch.""]"
"""57f6629b2c66dcab3d01b00b""","{""type"":""Point"",""coordinates"":[-0.072591304779053,51.4905357494564]}","""2016-11-13T10:59:10.28+00:00""","[""Balaclave Road"",""BALACLAVA ROAD""]"
"""57f664702c66dcab3d01b144""","{""type"":""Point"",""coordinates"":[-0.041960477828979,51.4840688143319]}","""2016-10-06T15:05:29.717+00:00""","[""Necker Bridge"",""Necker Bridge""]"
"""57f6648f2c66dcab3d01b156""","{""type"":""Point"",""coordinates"":[-0.045082569122314,51.4925598185585]}","""2016-10-06T21:19:59.88+00:00""","[""Chap"",""Chap""]"
"""57f664cb2c66dcab3d01b179""","{""type"":""Point"",""coordinates"":[-0.048580169677734,51.4932411681377]}","""2016-10-06T21:22:24.062+00:00""","[""Ch."",""Ch.""]"
"""57f665362c66dcab3d01b19c""","{""type"":""Point"",""coordinates"":[-0.069490671157837,51.4888723382713]}","""2016-10-07T13:47:02.595+00:00""","[""S.P"",""S.P""]"
"""57f6655e2c66dcab3d01b1a8""","{""type"":""Point"",""coordinates"":[-0.073889493942261,51.4894201350023]}","""2016-10-07T13:46:13.294+00:00""","[""S.P"",""S.P""]"
"""57f6656b2c66dcab3d01b1b3""","{""type"":""Point"",""coordinates"":[-0.072816610336304,51.4886786037057]}","""2016-10-07T13:46:46.556+00:00""","[""ROLLS ROAD"",""Rolls Road""]"
"""57f665802c66dcab3d01b1c2""","{""type"":""Point"",""coordinates"":[-0.072859525680542,51.4873959265036]}","""2016-10-07T13:46:55.216+00:00""","[""COOPER'S RD."",""Cooper's Rd""]"
"""57f665a02c66dcab3d01b1de""","{""type"":""Point"",""coordinates"":[-0.064469575881958,51.48693495557]}","""2016-10-07T13:47:36.165+00:00""","[""GATLIN STREET"",""Gatlin Street""]"
"""57f665b02c66dcab3d01b1ea""","{""type"":""Point"",""coordinates"":[-0.063482522964478,51.4861399367784]}","""2016-10-07T13:48:09.613+00:00""","[""ROTHERHITHE NEW ROAD"",""Rotherhithe New Road""]"
"""57f665ba2c66dcab3d01b1f1""","{""type"":""Point"",""coordinates"":[-0.059888362884521,51.4870218055225]}","""2016-10-07T13:47:45.847+00:00""","[""DELAFORD ROAD"",""Delaford Road""]"
"""57f665c22c66dcab3d01b1f7""","{""type"":""Point"",""coordinates"":[-0.056283473968506,51.4867345319714]}","""2016-11-09T18:52:13.035+00:00""","[""ABLETT ST."",""ABLETT ST.""]"
"""57f665d72c66dcab3d01b202""","{""type"":""Point"",""coordinates"":[-0.056916475296021,51.4875495824459]}","""2016-11-09T18:52:27.587+00:00""","[""BRAMCOTE RD."",""BRAMCOTE RD.""]"
"""57f665e62c66dcab3d01b20a""","{""type"":""Point"",""coordinates"":[-0.0554358959198,51.4877165991871]}","""2016-11-09T18:52:00.215+00:00""","[""ILDERTON RD."",""ILDERTON RD.""]"
"""57f666092c66dcab3d01b22a""","{""type"":""Point"",""coordinates"":[-0.058085918426514,51.4869215940242]}","""2016-10-07T13:47:53.519+00:00""","[""Sch."",""Sch.""]"
"""57f666122c66dcab3d01b234""","{""type"":""Point"",""coordinates"":[-0.063107013702393,51.4855720577262]}","""2016-10-07T13:48:18.589+00:00""","[""VERNEY ROAD"",""Verney Road""]"
"""57f6662d2c66dcab3d01b242""","{""type"":""Point"",""coordinates"":[-0.06591796875,51.4865474691511]}","""2016-10-07T13:47:26.023+00:00""","[""ST. JAMES'S ROAD"",""St. James's Road""]"
"""57f6665b2c66dcab3d01b25e""","{""type"":""Point"",""coordinates"":[-0.058118104934692,51.4852446889412]}","""2016-10-07T13:48:34.546+00:00""","[""VARCOE ROAD"",""Varcoe Road""]"
"""57f6666e2c66dcab3d01b264""","{""type"":""Point"",""coordinates"":[-0.053215026855469,51.4858392958082]}","""2016-11-09T18:52:52.451+00:00""","[""ZAMPA ROAD"",""ZAMPA ROAD""]"
"""57f666762c66dcab3d01b268""","{""type"":""Point"",""coordinates"":[-0.051712989807129,51.4863136395466]}","""2016-10-06T14:57:58.522+00:00""","[""AYDOCK ROAD""]"
"""57f6667e2c66dcab3d01b26e""","{""type"":""Point"",""coordinates"":[-0.051873922348022,51.4868547862363]}","""2016-11-09T18:51:32.688+00:00""","[""SENEGAL ROAD"",""SENEGAL ROAD""]"
"""57f666882c66dcab3d01b272""","{""type"":""Point"",""coordinates"":[-0.051208734512329,51.4854785240274]}","""2016-10-07T13:49:56.11+00:00""","[""ERLAM ROAD"",""Erlam Road""]"
"""57f666932c66dcab3d01b276""","{""type"":""Point"",""coordinates"":[-0.052582025527954,51.4850108526559]}","""2016-10-07T13:49:33.958+00:00""","[""STOCKHOLM ROAD"",""Stockholm Road""]"
"""57f666992c66dcab3d01b27c""","{""type"":""Point"",""coordinates"":[-0.054223537445068,51.4847436097186]}","""2016-10-07T13:49:14.578+00:00""","[""Sch."",""Sch.""]"
"""57f666b22c66dcab3d01b280""","{""type"":""Point"",""coordinates"":[-0.060081481933594,51.4850041716015]}","""2016-10-07T13:49:07.837+00:00""","[""Div. of Parly. Boro. By."",""Div. of Parly. Boro. By.""]"
"""57f666c62c66dcab3d01b28c""","{""type"":""Point"",""coordinates"":[-0.052506923675537,51.4866744047199]}","""2016-10-06T14:59:18.395+00:00""","[""bolina road""]"
"""57f666d52c66dcab3d01b298""","{""type"":""Point"",""coordinates"":[-0.053976774215698,51.4875562631272]}","""2016-11-09T18:51:45.754+00:00""","[""S.P"",""S.P""]"
"""57f667ab2c66dcab3d01b2f9""","{""type"":""Point"",""coordinates"":[-0.056197643280029,51.488264409804]}","""2016-11-09T18:51:04.305+00:00""","[""S.P"",""S.P""]"
"""57f667cf2c66dcab3d01b309""","{""type"":""Point"",""coordinates"":[-0.05244255065918,51.4880907144673]}","""2016-10-06T15:03:43.293+00:00""","[""L.B. & S.C.R. BERMONDSEY SPUR""]"
"""57f667db2c66dcab3d01b30f""","{""type"":""Point"",""coordinates"":[-0.050232410430908,51.4875161790242]}","""2016-11-09T18:50:49.715+00:00""","[""S.Ps"",""S.Ps""]"
"""57f667e32c66dcab3d01b313""","{""type"":""Point"",""coordinates"":[-0.050071477890015,51.4850977062733]}","""2016-10-07T13:50:10.739+00:00""","[""S.P"",""S.P""]"
"""57f667f52c66dcab3d01b31b""","{""type"":""Point"",""coordinates"":[-0.048977136611938,51.4846567554268]}","""2016-10-07T13:49:46.806+00:00""","[""Towing Path"",""Towing Path""]"
"""57f6680a2c66dcab3d01b321""","{""type"":""Point"",""coordinates"":[-0.047378540039062,51.48638712898]}","""2016-10-06T15:04:42.614+00:00""","[""E. LONDON RY.""]"
"""57f668192c66dcab3d01b327""","{""type"":""Point"",""coordinates"":[-0.045511722564697,51.4853382231196]}","""2016-10-14T16:28:28.009+00:00""","[""S.Ps."",""SPs""]"
"""57f668302c66dcab3d01b331""","{""type"":""Point"",""coordinates"":[-0.044288635253906,51.4850509389614]}","""2016-10-06T15:05:20.353+00:00""","[""EAST LONDON RY.""]"
"""57f6683f2c66dcab3d01b338""","{""type"":""Point"",""coordinates"":[-0.043065547943115,51.4834340966864]}","""2016-10-14T16:28:52.057+00:00""","[""S.Ps"",""SPs""]"
"""57f668442c66dcab3d01b33c""","{""type"":""Point"",""coordinates"":[-0.040791034698486,51.4822180866274]}","""2016-10-14T16:29:00.931+00:00""","[""S.Ps"",""SPs""]"
"""57f668472c66dcab3d01b33e""","{""type"":""Point"",""coordinates"":[-0.038688182830811,51.4820310052788]}","""2016-10-14T16:29:56.243+00:00""","[""S.P"",""SP""]"
"""57f6684c2c66dcab3d01b340""","{""type"":""Point"",""coordinates"":[-0.037786960601807,51.4821779978316]}","""2016-10-14T16:30:05.349+00:00""","[""S.P"",""SP""]"
"""57f6685b2c66dcab3d01b346""","{""type"":""Point"",""coordinates"":[-0.037921071052551,51.4823216491868]}","""2016-10-14T16:30:15.075+00:00""","[""ROLT STREET"",""ROLT STREET""]"
"""57f6686d2c66dcab3d01b34a""","{""type"":""Point"",""coordinates"":[-0.041499137878418,51.4815766616658]}","""2016-10-14T16:29:23.29+00:00""","[""KNOYLE STREET"",""KNOYLE STREET""]"
"""57f668742c66dcab3d01b34e""","{""type"":""Point"",""coordinates"":[-0.042464733123779,51.4814096224347]}","""2016-10-14T16:29:12.209+00:00""","[""S.Ps."",""SPs""]"
"""57f6687a2c66dcab3d01b350""","{""type"":""Point"",""coordinates"":[-0.047829151153564,51.4822180866274]}","""2016-10-14T16:28:43.384+00:00""","[""S.P"","".P"",""SP""]"
"""57f668802c66dcab3d01b352""","{""type"":""Point"",""coordinates"":[-0.048547983169556,51.4815365723061]}","""2016-10-07T13:51:42.398+00:00""","[""S.P"",""S.P""]"
"""57f668a02c66dcab3d01b35a""","{""type"":""Point"",""coordinates"":[-0.033581256866455,51.4799663779996]}","""2016-10-07T13:57:02.607+00:00""","[""Ch."",""Ch.""]"
"""57f668a82c66dcab3d01b35c""","{""type"":""Point"",""coordinates"":[-0.033785104751587,51.4802403306866]}","""2016-10-07T13:56:52.996+00:00""","[""TRIM ST."",""Trim St.""]"
"""57f668bd2c66dcab3d01b362""","{""type"":""Point"",""coordinates"":[-0.037111043930054,51.4810354523371]}","""2016-10-07T13:57:15.58+00:00""","[""MILTON COURT ROAD"",""Milton Court Road""]"
"""57f668c42c66dcab3d01b368""","{""type"":""Point"",""coordinates"":[-0.038559436798096,51.4807681861021]}","""2016-10-14T16:29:51.348+00:00""","[""LIARDET ST."",""LIARDET ST""]"
"""57f668ce2c66dcab3d01b36a""","{""type"":""Point"",""coordinates"":[-0.041434764862061,51.4810488156077]}","""2016-10-14T16:29:30.059+00:00""","[""CHUBWORTHY ST."",""CHUBWORTHY ST""]"
"""57f668d82c66dcab3d01b370""","{""type"":""Point"",""coordinates"":[-0.041059255599976,51.4805142817281]}","""2016-10-07T13:55:23.064+00:00""","[""CHIPLEY STREET"",""Chipley Street""]"
"""57f668e52c66dcab3d01b372""","{""type"":""Point"",""coordinates"":[-0.038334131240845,51.4802403306866]}","""2016-10-07T13:56:45.024+00:00""","[""ABINGER RD. WEST"",""Abinger Rd. West""]"
"""57f668f82c66dcab3d01b37b""","{""type"":""Point"",""coordinates"":[-0.037776231765747,51.4796790599989]}","""2016-10-07T13:56:21.382+00:00""","[""VANSITTART ST."",""Vansittart St.""]"
"""57f669112c66dcab3d01b386""","{""type"":""Point"",""coordinates"":[-0.04019021987915,51.4790509631825]}","""2017-01-01T16:06:24.843+00:00""","[""BAWTREE RD."",""Sawtree Rd."",""Bawtree Road""]"
"""57f6691c2c66dcab3d01b38e""","{""type"":""Point"",""coordinates"":[-0.037550926208496,51.4790643270346]}","""2016-10-07T13:56:06.785+00:00""","[""ALEXANDRA ST."",""Alexandra St.""]"
"""57f669272c66dcab3d01b393""","{""type"":""Point"",""coordinates"":[-0.039042234420776,51.4812626274053]}","""2016-10-14T16:29:35.771+00:00""","[""SIMLA ST."",""SIMLA ST""]"
"""57f669482c66dcab3d01b3a0""","{""type"":""Point"",""coordinates"":[-0.040571093559265,51.4795086728877]}","""2016-10-07T13:55:33.992+00:00""","[""NYNEHEAD STREET"",""Nynehead Street""]"
"""57f669572c66dcab3d01b3a8""","{""type"":""Point"",""coordinates"":[-0.039508938789368,51.4785097238813]}","""2017-01-01T16:06:40.555+00:00""","[""CHILDERIC ROAD"",""Childeric Road""]"
"""57f669622c66dcab3d01b3ac""","{""type"":""Point"",""coordinates"":[-0.036746263504028,51.477928385626]}","""2016-10-07T13:55:53.447+00:00""","[""ANGUS STREET"",""Angus Street""]"
"""57f6696c2c66dcab3d01b3ae""","{""type"":""Point"",""coordinates"":[-0.036064982414246,51.4769628131847]}","""2016-10-14T16:33:43.31+00:00""","[""WALPOLE ROAD"",""WALPOLE ROAD""]"
"""57f669812c66dcab3d01b3b6""","{""type"":""Point"",""coordinates"":[-0.036671161651611,51.4763914786892]}","""2016-10-14T16:33:50.672+00:00""","[""ACHILLES STREET"",""ACHILLES STREET""]"
"""57f669862c66dcab3d01b3b8""","{""type"":""Point"",""coordinates"":[-0.036311745643616,51.4759303965098]}","""2016-10-14T16:33:56.271+00:00""","[""Ch."",""Ch""]"
"""57f669902c66dcab3d01b3be""","{""type"":""Point"",""coordinates"":[-0.038881301879883,51.4759203729325]}","""2016-10-14T16:34:33.53+00:00""","[""BATAVIA RD."",""BATAVIA RD""]"
"""57f669952c66dcab3d01b3c0""","{""type"":""Point"",""coordinates"":[-0.039299726486206,51.476575242027]}","""2016-10-14T16:34:38.918+00:00""","[""Sch."",""Sch""]"
"""57f66a122c66dcab3d01b3e9""","{""type"":""Point"",""coordinates"":[-0.02547025680542,51.4819842348218]}","""2016-10-18T14:34:25.389+00:00""","[""Parly. Co. Div. & Parly. Boro. By."",""Parly. Co. Div. & Parly. Boro. By.""]"
"""57f66a282c66dcab3d01b3ef""","{""type"":""Point"",""coordinates"":[-0.028560161590576,51.4791511919779]}","""2016-10-14T16:32:20.484+00:00""","[""Friends' Meeting Ho."",""Friends' Meeting Ho""]"
"""57f66a352c66dcab3d01b3f3""","{""type"":""Point"",""coordinates"":[-0.027176141738892,51.4783159452861]}","""2016-10-18T14:33:32.542+00:00""","[""R.C. Ch."",""R C Ch"",""R.C. Ch.""]"
"""57f66a392c66dcab3d01b3f5""","{""type"":""Point"",""coordinates"":[-0.027176141738892,51.4778348362491]}","""2016-10-14T16:32:44.454+00:00""","[""Chap."",""Chap""]"
"""57f66a4b2c66dcab3d01b3fb""","{""type"":""Point"",""coordinates"":[-0.030598640441895,51.4775007297654]}","""2016-10-14T16:32:51.443+00:00""","[""DOUGLAS STREET"",""DOUGLAS STREET""]"
"""57f66a5a2c66dcab3d01b3ff""","{""type"":""Point"",""coordinates"":[-0.026146173477173,51.4783293093536]}","""2016-10-14T16:32:39.388+00:00""","[""HIGH STREET"",""HIGH STREET""]"
"""57f66a712c66dcab3d01b403""","{""type"":""Point"",""coordinates"":[-0.029622316360474,51.4778615646621]}","""2016-10-14T16:33:08.712+00:00""","[""ADOLPHUS STREET"",""ADOLPHUS STREET""]"
"""57f66a7b2c66dcab3d01b405""","{""type"":""Point"",""coordinates"":[-0.030695199966431,51.4782892171395]}","""2016-10-14T16:33:16.477+00:00""","[""WARWICK STREET"",""WARWICK STREET""]"
"""57f66a842c66dcab3d01b409""","{""type"":""Point"",""coordinates"":[-0.031532049179077,51.4783694015326]}","""2016-10-14T16:33:23.67+00:00""","[""NAPIER STREET"",""NAPIER STREET""]"
"""57f66aab2c66dcab3d01b40f""","{""type"":""Point"",""coordinates"":[-0.028495788574219,51.4780486631143]}","""2016-10-14T16:33:00.055+00:00""","[""IDONIA STREET"",""IDONIA STREET""]"
"""57f66ab72c66dcab3d01b413""","{""type"":""Point"",""coordinates"":[-0.032358169555664,51.4777078760736]}","""2016-10-14T16:33:36.646+00:00""","[""AMERSHAM VALE"",""AMERSHAM VALE""]"
"""57f66b052c66dcab3d01b42b""","{""type"":""Point"",""coordinates"":[-0.012370347976685,51.4816434771869]}","""2016-10-18T14:30:11.224+00:00""","[""Sch."",""Sch.""]"
"""57f66b162c66dcab3d01b42f""","{""type"":""Point"",""coordinates"":[-0.018260478973389,51.4757366069564]}","""2016-10-18T14:28:44.596+00:00""","[""Chap."",""Chap.""]"
"""57f66b212c66dcab3d01b435""","{""type"":""Point"",""coordinates"":[-0.019783973693848,51.4752822006371]}","""2016-10-18T14:28:26.467+00:00""","[""GREENWICH ROAD"",""Greenwich Road""]"
"""57f66b282c66dcab3d01b43a""","{""type"":""Point"",""coordinates"":[-0.02023458480835,51.4743934222508]}","""2016-10-14T16:41:13.972+00:00""","[""Police Sta."",""Police Sta""]"
"""57f66b342c66dcab3d01b440""","{""type"":""Point"",""coordinates"":[-0.017799139022827,51.4740927038384]}","""2016-10-18T14:29:13.107+00:00""","[""EGERTON ROAD"",""Egerton Road""]"
"""57f66b3c2c66dcab3d01b442""","{""type"":""Point"",""coordinates"":[-0.018346309661865,51.4751418683589]}","""2016-10-18T14:28:50.593+00:00""","[""Ch."",""Ch.""]"
"""57f66b482c66dcab3d01b448""","{""type"":""Point"",""coordinates"":[-0.025148391723633,51.4762177381253]}","""2016-10-14T16:41:43.158+00:00""","[""REGINALD ROAD"",""REGINALD ROAD""]"
"""57f66b512c66dcab3d01b44a""","{""type"":""Point"",""coordinates"":[-0.031113624572754,51.4763179731468]}","""2016-10-14T16:34:06.373+00:00""","[""Sch."",""Sch""]"
"""57f66b5f2c66dcab3d01b450""","{""type"":""Point"",""coordinates"":[-0.03421425819397,51.4758101134357]}","""2016-10-14T16:34:02.243+00:00""","[""New Cross Sta."",""New Cross Sta""]"
"""57f66b752c66dcab3d01b454""","{""type"":""Point"",""coordinates"":[-0.037486553192139,51.4774873654552]}","""2016-10-14T16:34:47.382+00:00""","[""CLIFTON HILL"",""CLIFTON HILL""]"
"""57f66b7d2c66dcab3d01b458""","{""type"":""Point"",""coordinates"":[-0.042067766189575,51.4794184676888]}","""2016-10-07T13:55:11.163+00:00""","[""S.P"",""S.P""]"
"""57f66b8f2c66dcab3d01b45c""","{""type"":""Point"",""coordinates"":[-0.044631958007812,51.4793449670244]}","""2016-10-07T13:55:04.356+00:00""","[""Sand & Gravel Pit"",""Sand & Gravel Pit""]"
"""57f66b932c66dcab3d01b45e""","{""type"":""Point"",""coordinates"":[-0.045468807220459,51.4795253775346]}","""2016-10-07T13:54:52.077+00:00""","[""S.P"",""S.P""]"
"""57f66b9a2c66dcab3d01b462""","{""type"":""Point"",""coordinates"":[-0.047518014907837,51.4792781481359]}","""2016-10-07T13:52:13.849+00:00""","[""Sch."",""Sch.""]"
"""57f66ba72c66dcab3d01b468""","{""type"":""Point"",""coordinates"":[-0.045608282089233,51.4829396789257]}","""2016-10-07T13:50:36.942+00:00""","[""S.Ps."",""S.Ps.""]"
"""57f66bab2c66dcab3d01b46a""","{""type"":""Point"",""coordinates"":[-0.046015977859497,51.4833806463761]}","""2016-10-07T13:50:30.714+00:00""","[""S.P"",""S.P""]"
"""57f66bb02c66dcab3d01b46c""","{""type"":""Point"",""coordinates"":[-0.046917200088501,51.484115582651]}","""2016-10-14T16:28:37.856+00:00""","[""S.P"",""S.Ps"",""SPs""]"
"""57f66bbd2c66dcab3d01b474""","{""type"":""Point"",""coordinates"":[-0.050103664398193,51.4837080285433]}","""2016-10-07T13:50:16.16+00:00""","[""S.P"",""S.P""]"
"""57f682112c66dcab3d01bdbe""","{""type"":""Point"",""coordinates"":[-0.031102895736694,51.5084286116396]}","""2016-10-14T07:01:52.719+00:00""","[""DOCK"",""DOCK""]"
"""57f682182c66dcab3d01bdc5""","{""type"":""Point"",""coordinates"":[-0.034149885177612,51.5086356174584]}","""2016-10-14T07:01:59.047+00:00""","[""Wharves"",""Wharves""]"
"""57f682232c66dcab3d01bdcf""","{""type"":""Point"",""coordinates"":[-0.037797689437866,51.5089962059935]}","""2016-10-14T07:02:12.57+00:00""","[""Limehouse Cut Entrance"",""Limehouse Cut Entrance""]"
"""57f6823c2c66dcab3d01bde7""","{""type"":""Point"",""coordinates"":[-0.040007829666138,51.5093835016116]}","""2016-10-14T07:02:26.821+00:00""","[""Regents Canal Entrance"",""Regents Canal Entrance""]"
"""57f682432c66dcab3d01bdef""","{""type"":""Point"",""coordinates"":[-0.041220188140869,51.5097774713625]}","""2016-10-14T07:02:57.426+00:00""","[""Wharves"",""Wharves""]"
"""57f682532c66dc02ba000099""","{""type"":""Point"",""coordinates"":[-0.043612718582153,51.5095971805434]}","""2016-10-14T07:02:50.782+00:00""","[""Stone Stairs"",""Stone Stairs""]"
"""57f682582c66dcab3d01be04""","{""type"":""Point"",""coordinates"":[-0.044631958007812,51.5092633067721]}","""2016-10-12T21:40:41.257+00:00""","[""Pier"",""Pier""]"
"""57f682672c66dcab3d01be16""","{""type"":""Point"",""coordinates"":[-0.046509504318237,51.5090563038052]}","""2016-10-14T07:02:41.76+00:00""","[""Bell Wharf Stairs"",""Bell Wharf Stairs""]"
"""57f6826f2c66dcab3d01be20""","{""type"":""Point"",""coordinates"":[-0.047260522842407,51.5087090709099]}","""2016-10-07T19:59:07.505+00:00""","[""Fish Market"",""Fish Market""]"
"""57f6828d2c66dcab3d01be3e""","{""type"":""Point"",""coordinates"":[-0.050286054611206,51.507426957295]}","""2016-10-14T07:03:08.85+00:00""","[""Shadwell Old Entrance"",""Shadwell Old Entrance""]"
"""57f6842b2c66dcab3d01c003""","{""type"":""Point"",""coordinates"":[-0.050854682922363,51.5068994104873]}","""2016-10-07T19:58:55.391+00:00""","[""Pelican Stairs"",""Pelican Stairs""]"
"""57f684382c66dcab3d01c019""","{""type"":""Point"",""coordinates"":[-0.05169153213501,51.5064186030132]}","""2016-10-07T19:58:45.462+00:00""","[""King James's Stairs"",""King James's Stairs""]"
"""57f684422c66dcab3d01c01f""","{""type"":""Point"",""coordinates"":[-0.053107738494873,51.5057508064379]}","""2016-10-07T19:58:15.235+00:00""","[""Wharves"",""Wharves""]"
"""57f6844e2c66dcab3d01c02f""","{""type"":""Point"",""coordinates"":[-0.053493976593018,51.5053701580107]}","""2016-10-07T19:58:07.077+00:00""","[""New Crane Stairs"",""New Crane Stairs""]"
"""57f684552c66dcab3d01c038""","{""type"":""Point"",""coordinates"":[-0.054008960723877,51.5048492655363]}","""2016-10-07T19:57:42.883+00:00""","[""Jetties"",""Jetties""]"
"""57f684602c66dcab3d01c046""","{""type"":""Point"",""coordinates"":[-0.057635307312012,51.5027990283416]}","""2016-10-07T19:57:11.498+00:00""","[""Tunnel Pier"",""Tunnel Pier""]"
"""57f6846b2c66dcab3d01c054""","{""type"":""Point"",""coordinates"":[-0.059834718704224,51.5026521022645]}","""2016-10-07T19:57:01.592+00:00""","[""Wapping new Stairs"",""Wapping New Stairs""]"
"""57f6846f2c66dcab3d01c05b""","{""type"":""Point"",""coordinates"":[-0.061036348342896,51.5023849627287]}","""2016-10-07T19:56:50.909+00:00""","[""Jetty"",""Jetty""]"
"""57f6847a2c66dcab3d01c065""","{""type"":""Point"",""coordinates"":[-0.063385963439941,51.5028190636791]}","""2016-10-07T19:56:45.239+00:00""","[""Wapping Old Stairs"",""Wapping Old Stairs""]"
"""57f6848a2c66dcab3d01c07a""","{""type"":""Point"",""coordinates"":[-0.066025257110596,51.5030928790748]}","""2016-10-07T19:56:34.679+00:00""","[""Wapping Entrance"",""Wapping Entrance""]"
"""57f684912c66dcab3d01c087""","{""type"":""Point"",""coordinates"":[-0.06492018699646,51.5032932307611]}","""2016-10-07T19:56:15.659+00:00""","[""Wharves"",""Wharves""]"
"""57f684962c66dcab3d01c08e""","{""type"":""Point"",""coordinates"":[-0.065113306045532,51.5035670433077]}","""2016-10-07T19:56:08.628+00:00""","[""Jetty"",""Jetty""]"
"""57f6849e2c66dcab3d01c096""","{""type"":""Point"",""coordinates"":[-0.067205429077148,51.5036271482806]}","""2016-10-07T19:56:01.68+00:00""","[""Union Stairs"",""Union Stairs""]"
"""57f684a82c66dcab3d01c0a1""","{""type"":""Point"",""coordinates"":[-0.068460702896118,51.5040679156599]}","""2016-10-07T19:55:02.669+00:00""","[""Hermitage Stairs"",""Hermitage Stairs""]"
"""57f684b22c66dcab3d01c0aa""","{""type"":""Point"",""coordinates"":[-0.07016658782959,51.5044418967596]}","""2016-10-07T19:55:14.643+00:00""","[""Hermitage Entrance"",""Hermitage Entrance""]"
"""57f684ba2c66dcab3d01c0ae""","{""type"":""Point"",""coordinates"":[-0.07042407989502,51.5050629657333]}","""2016-10-07T19:55:35.068+00:00""","[""Wharves"",""Wharves""]"
"""57f684c52c66dcab3d01c0b6""","{""type"":""Point"",""coordinates"":[-0.072001218795776,51.5049160469555]}","""2016-10-07T19:55:27.254+00:00""","[""Alderman Stairs"",""Alderman Stairs""]"
"""57f684cd2c66dcab3d01c0bf""","{""type"":""Point"",""coordinates"":[-0.074297189712524,51.5062783665442]}","""2016-10-07T19:55:42.539+00:00""","[""Wharves"",""Wharves""]"
"""57f684e12c66dcab3d01c0d0""","{""type"":""Point"",""coordinates"":[-0.08615255355835,51.5084419668821]}","""2016-10-12T13:54:00.984+00:00""","[""Billingsgate Market"",""Billingsgate Market""]"
"""57f684f42c66dcab3d01c0dd""","{""type"":""Point"",""coordinates"":[-0.096420049667358,51.5097440842276]}","""2016-10-10T19:41:24.268+00:00""","[""Southwark Bridge Stairs"",""Southwark Bridge Stairs""]"
"""57f685002c66dcab3d01c0e9""","{""type"":""Point"",""coordinates"":[-0.099456310272217,51.510231533968]}","""2016-10-10T19:41:13.592+00:00""","[""St. Paul's Pier"",""St. Paul's Pier""]"
"""57f685472c66dcab3d01c11b""","{""type"":""Point"",""coordinates"":[-0.0868821144104,51.5132963381884]}","""2016-10-10T19:52:08.57+00:00""","[""Cornhill"",""CORNHILL"",""CORNHILL""]"
"""57f685872c66dcab3d01c13e""","{""type"":""Point"",""coordinates"":[-0.090057849884033,51.510425176938]}","""2016-10-10T19:42:30.312+00:00""","[""Cannon St. Sta."",""Cannon St. Sta.""]"
"""57f6859d2c66dcab3d01c153""","{""type"":""Point"",""coordinates"":[-0.088405609130859,51.5098776326204]}","""2016-10-10T19:42:46.362+00:00""","[""ARTHUR STREET W."",""ARTHUR STREET W.""]"
