entryid,gridref,datestamp,transcription
57f176562c66dca32201ae8a,SRID=4326;POINT(-0.100089311599731 51.4891762994654),2016-10-05 08:26:23.438+00,"{""AMELIA STREET"",""Amelia Street"",""AMELIA STRET""}"
57f1765e2c66dca32201ae94,SRID=4326;POINT(-0.0999283790588379 51.4887454088213),2016-10-05 08:26:30.782+00,"{""THRUSH ST."",""Thrush Street"",""THRUSH STR.""}"
57f1766d2c66dca32201aea1,SRID=4326;POINT(-0.100861787796021 51.4876698345612),2016-10-02 21:32:54.212+00,"{""Manor Place"",""MANOR PLACE""}"
57f176782c66dca32201aeb1,SRID=4326;POINT(-0.104042887687683 51.4878401911817),2016-10-02 21:32:59.94+00,"{""Drill Shed"",""Drill Shed""}"
57f1767e2c66dca32201aebe,SRID=4326;POINT(-0.106226205825806 51.4881809025132),2016-10-04 17:08:39.861+00,"{Sta.,Sta.}"
57f176852c66dca32201aec7,SRID=4326;POINT(-0.10687530040741 51.4885015696759),2016-10-02 21:21:24.487+00,"{Ch.,Ch.}"
57f1768f2c66dca32201aed9,SRID=4326;POINT(-0.107787251472473 51.4885115904884),2016-10-02 21:21:18.433+00,"{Sch.,Sch.}"
57f1769d2c66dca32201aeef,SRID=4326;POINT(-0.109063982963562 51.4879604425306),2016-10-02 21:49:22.902+00,"{""Prince's Square"",""PRINCE'S SQUARE""}"
57f176a72c66dca32201af02,SRID=4326;POINT(-0.110405087471008 51.4874259896635),2016-10-02 21:49:31.475+00,"{""Methley Street"",""METHLEY STREET""}"
57f176af2c66dca32201af10,SRID=4326;POINT(-0.113028287887573 51.4869149132498),2016-10-02 21:21:35.635+00,"{Sch.,Sch.}"
57f176b52c66dca32201af20,SRID=4326;POINT(-0.113688111305237 51.487770044415),2016-10-02 21:21:30.577+00,"{Chap.,Chap.}"
57f176be2c66dca32201af30,SRID=4326;POINT(-0.112180709838867 51.4883211946744),2016-10-05 16:50:10.244+00,"{""Miss. Sch."",""Miss. Ch."",""Miss. Ch.""}"
57f176c62c66dca32201af3b,SRID=4326;POINT(-0.112341642379761 51.4887687905887),2016-10-02 21:21:13.769+00,"{Sch.,Sch.}"
57f176d32c66dca32201af4f,SRID=4326;POINT(-0.115399360656738 51.4894602174315),2016-10-02 21:49:04.325+00,"{""Sancroft Street"",""SANCROFT STREET""}"
57f176e02c66dcf55700042e,SRID=4326;POINT(-0.115474462509155 51.4888155540874),2016-10-05 08:30:32.359+00,"{""NEWBURN ST."",""Mewburn St"",""NEWBURN ST.""}"
57f176e72c66dca32201af6e,SRID=4326;POINT(-0.118821859359741 51.4888155540874),2016-10-02 21:21:08.984+00,"{Sch.,Sch.}"
57f176f82c66dca32201af80,SRID=4326;POINT(-0.121418237686157 51.4874426914104),2016-10-02 21:21:04.135+00,"{Sch.,Sch.}"
57f177062c66dca32201af90,SRID=4326;POINT(-0.119937658309937 51.4862468308679),2016-10-02 21:50:04.683+00,"{""Upper kennington Lane"",""UPPER KENNINGTON LANE""}"
57f177102c66dca32201af9b,SRID=4326;POINT(-0.117502212524414 51.4860397233419),2016-10-02 21:49:44.038+00,"{""Henry Street"",""HENRY STREET""}"
57f1771b2c66dca32201afae,SRID=4326;POINT(-0.119218826293945 51.4859729142619),2016-10-02 21:49:50.706+00,"{""Durham Street"",""DURHAM STREET""}"
57f177272c66dca32201afc0,SRID=4326;POINT(-0.120581388473511 51.4842759308097),2016-10-02 21:31:41.24+00,"{""Bonnington Square"",""Bonnington Square""}"
57f1789b2c66dca32201b20e,SRID=4326;POINT(-0.0502538681030273 51.4911369674826),2016-10-02 21:14:03.73+00,"{""The Oval(Cricket Ground)""}"
57f178c32c66dca32201b24a,SRID=4326;POINT(-0.0580322742462158 51.4949444975325),2016-10-04 17:11:24.816+00,"{DF,D.F.}"
57f1791d2c66dca32201b2f5,SRID=4326;POINT(-0.077354907989502 51.5014967125125),2016-10-03 15:17:43.131+00,"{Sch.,Sch.}"
57f179942c66dca32201b3bc,SRID=4326;POINT(-0.101591348648071 51.4992392769122),2016-10-03 09:44:55.181+00,"{Ch.,Ch}"
57f1799a2c66dca32201b3c4,SRID=4326;POINT(-0.104176998138428 51.4987784257239),2016-10-03 09:44:50.75+00,"{Chap.,Chap.}"
57f1799f2c66dca32201b3c8,SRID=4326;POINT(-0.106086730957031 51.4986181285661),2016-10-03 09:44:28.415+00,"{Hosp.,Hosp.}"
57f179a32c66dca32201b3ce,SRID=4326;POINT(-0.107063055038452 51.4985045844049),2016-10-03 09:44:23.827+00,"{Ch.,Ch.}"
57f179c12c66dca32201b3f5,SRID=4326;POINT(-0.117577314376831 51.4955990934676),2016-10-04 17:05:14.073+00,"{Rec.,Rec.,Fec.}"
57f179ce2c66dca32201b40a,SRID=4326;POINT(-0.117062330245972 51.4968281053397),2016-10-03 09:45:23.269+00,"{Smy.,Smy.}"
57f17a202c66dca32201b48d,SRID=4326;POINT(-0.119519233703613 51.4931476501709),2016-10-03 09:45:40.723+00,"{Sch.,Sch.}"
57f17a812c66dca32201b528,SRID=4326;POINT(-0.118553638458252 51.4872088663968),2016-10-05 08:33:52.604+00,"{Sch.,Sch.}"
57f17a872c66dca32201b530,SRID=4326;POINT(-0.11811375617981 51.4868547862363),2016-10-05 08:33:57.908+00,"{Chap.,Chap.}"
57f17cd32c66dca32201b771,SRID=4326;POINT(-0.116922855377197 51.484302655448),2016-10-03 09:56:07.057+00,"{sCHOOL,School}"
57f181742c66dca32201baea,SRID=4326;POINT(-0.0776338577270508 51.5024651047539),2016-10-03 15:17:31.262+00,"{P.H.,P.H.}"
57f229412c66dca32201d250,SRID=4326;POINT(-0.0908195972442627 51.4925865383417),2016-10-04 12:41:08.117+00,"{""HENSHAW STREET"",""Henshaw Street""}"
57f229482c66dca32201d253,SRID=4326;POINT(-0.0900363922119141 51.4922725799001),2016-10-04 12:48:33.891+00,"{""CHATHAM STREET"",""Chatham Street""}"
57f2294e2c66dca32201d258,SRID=4326;POINT(-0.0889956951141357 51.4916646967715),2016-10-04 12:41:21.609+00,"{""DARWIN STREET"",""Darwin STreet""}"
57f229572c66dca32201d25c,SRID=4326;POINT(-0.0855731964111328 51.4912638902746),2016-10-04 12:41:31.649+00,"{""BECKWAY STREET"",""Beckway Street""}"
57f2295f2c66dca32201d261,SRID=4326;POINT(-0.0872683525085449 51.4906693541474),2016-10-04 12:41:49.354+00,"{""ELSTED STREET"",""Elsted Street""}"
57f2296a2c66dca32201d267,SRID=4326;POINT(-0.0910985469818115 51.489005947837),2016-10-04 12:42:36.431+00,"{""EAST STREET"",""East Street""}"
57f229752c66dca32201d26b,SRID=4326;POINT(-0.0903153419494629 51.488377979474),2016-10-04 12:42:57.685+00,"{""RUNHAM STREET"",""Runham Street""}"
57f2297e2c66dca32201d270,SRID=4326;POINT(-0.0905942916870117 51.4876898765496),2016-10-04 12:43:07.969+00,"{""TRAFALGAR STREET"",""Trafalgar Street""}"
57f229852c66dca32201d272,SRID=4326;POINT(-0.0933516025543213 51.4869683594175),2016-10-04 12:43:53.079+00,"{""TRAFALGAR STREET"",""Trafalgar Street""}"
57f2298c2c66dca32201d276,SRID=4326;POINT(-0.0925254821777344 51.4861399367784),2016-10-04 12:43:41.93+00,"{""LIVERPOOL STREET"",""Liverpool Street""}"
57f2299e2c66dca32201d27b,SRID=4326;POINT(-0.0932013988494873 51.488992586898),2016-10-04 12:42:18.819+00,"{Sch.,Sch.}"
57f229a32c66dca32201d27d,SRID=4326;POINT(-0.0919568538665771 51.4888923797312),2016-10-04 12:42:25.136+00,"{Chap.,Chap.}"
57f229a72c66dca32201d280,SRID=4326;POINT(-0.0911307334899902 51.4895002998255),2016-10-04 12:42:13.486+00,"{Chap.,Chap.}"
57f229ad2c66dca32201d282,SRID=4326;POINT(-0.0881481170654297 51.4902952600259),2016-10-04 17:10:14.176+00,"{""Schs,"",Schs.,Schs.}"
57f229b32c66dca32201d285,SRID=4326;POINT(-0.0888669490814209 51.4906493134687),2016-10-04 12:42:07.495+00,"{Sch.,Sch.}"
57f229b92c66dca32201d287,SRID=4326;POINT(-0.0912272930145264 51.4919853394319),2016-10-04 12:41:13.35+00,"{Ch.,Ch.}"
57f229c62c66dca32201d28a,SRID=4326;POINT(-0.083695650100708 51.4911035666892),2016-10-04 17:10:17.665+00,"{Ch.,Ch.}"
57f229cb2c66dca32201d28c,SRID=4326;POINT(-0.0831592082977295 51.4912972909506),2016-10-04 17:10:21.041+00,"{Sch.,Sch.}"
57f229e52c66dca32201d292,SRID=4326;POINT(-0.0983083248138428 51.4933012867292),2016-10-04 12:40:27.145+00,"{Sch.,Sch.}"
57f229ea2c66dca32201d295,SRID=4326;POINT(-0.100314617156982 51.4946038367453),2016-10-04 12:39:48.254+00,"{Sta.,Sta.}"
57f229ef2c66dca32201d297,SRID=4326;POINT(-0.101215839385986 51.4951248463303),2016-10-04 12:39:43.483+00,"{L.B,L.B.}"
57f229f72c66dca32201d29a,SRID=4326;POINT(-0.105271339416504 51.4980103300547),2016-10-03 15:14:35.688+00,"{Asylum,Asylum}"
57f229fe2c66dca32201d29d,SRID=4326;POINT(-0.107835531234741 51.4972221836519),2016-10-03 15:14:19.449+00,"{Cathedral,Cathedral}"
57f22a022c66dca32201d29f,SRID=4326;POINT(-0.108436346054077 51.4972756177369),2016-10-03 15:14:10.939+00,"{L.B,L.B}"
57f22a072c66dca32201d2a1,SRID=4326;POINT(-0.109519958496094 51.4975160703447),2016-10-03 15:13:59.098+00,"{Chap.,Chap.}"
57f22a0b2c66dca32201d2a3,SRID=4326;POINT(-0.110292434692383 51.4977632008696),2016-10-03 15:13:52.36+00,"{Sch.,Sch.}"
57f22a132c66dca32201d2a7,SRID=4326;POINT(-0.106408596038818 51.4979902926031),2016-10-03 15:14:28.982+00,"{Sch.,Sch.}"
57f22a1e2c66dca32201d2a9,SRID=4326;POINT(-0.106183290481567 51.4995598662948),2016-10-03 15:14:50.092+00,"{""PEABODY SQUARE"",""Peabody Square""}"
57f22a282c66dca32201d2ab,SRID=4326;POINT(-0.109155178070068 51.5003212570406),2016-10-03 15:14:57.165+00,"{Sch.,Sch.}"
57f22a3b2c66dca32201d2ad,SRID=4326;POINT(-0.110056400299072 51.4988986482223),2016-10-04 17:04:39.368+00,"{""PEARMAN STREET"",""Pearman Street""}"
57f22a452c66dca32201d2af,SRID=4326;POINT(-0.108425617218018 51.5015835347256),2016-10-03 15:15:28.062+00,"{""WEBBER STREET"",""Webber Street""}"
57f22a4c2c66dca32201d2b1,SRID=4326;POINT(-0.107803344726562 51.5016636781601),2016-10-04 17:03:41.216+00,"{""UFFORD STREET"",""Ufford Street""}"
57f22a572c66dca32201d2b4,SRID=4326;POINT(-0.103694200515747 51.503179698247),2016-10-03 15:16:03.421+00,"{""NELSON SQUARE"",""Nelson Square""}"
57f22a5e2c66dca32201d2b6,SRID=4326;POINT(-0.1038658618927 51.5036137916268),2016-10-03 15:16:14.586+00,"{""CHARLOTTE ST."",""Charlotte St.""}"
57f22a662c66dca32201d2b8,SRID=4326;POINT(-0.102953910827637 51.5011227072418),2016-10-03 15:12:18.463+00,"{Sch.,Sch.}"
57f22a702c66dca32201d2ba,SRID=4326;POINT(-0.101720094680786 51.5019107861961),2016-10-03 15:12:11.668+00,"{""HILL STREET"",""Hill Street""}"
57f22a742c66dca32201d2bc,SRID=4326;POINT(-0.0981903076171875 51.5023181776001),2016-10-03 15:12:02.159+00,"{Hosp.,Hosp.}"
57f22a822c66dca32201d2bf,SRID=4326;POINT(-0.0988447666168213 51.5003546510804),2016-10-04 12:37:39.458+00,"{""COLLINSON STREET"",""Collinson Street"",""Colinson Street""}"
57f22a8a2c66dca32201d2c2,SRID=4326;POINT(-0.0993597507476807 51.4999138477851),2016-10-03 15:13:15.173+00,"{""SCOVELL ROAD"",""Scovell Road""}"
57f22a9a2c66dca32201d2c5,SRID=4326;POINT(-0.104541778564453 51.50341344135),2016-10-03 15:15:53.268+00,"{Chap.,Chap.}"
57f22aa02c66dca32201d2c7,SRID=4326;POINT(-0.0975680351257324 51.5029726676403),2016-10-03 15:11:42.799+00,"{Ch.,Ch.}"
57f22aa52c66dca32201d2c9,SRID=4326;POINT(-0.0967955589294433 51.5030127381537),2016-10-03 15:11:51.004+00,"{Chap.,Chap.}"
57f22aaa2c66dca32201d2ce,SRID=4326;POINT(-0.099102258682251 51.5032665172538),2016-10-03 15:11:34.02+00,"{Sch.,Sch.}"
57f22abb2c66dca32201d2d2,SRID=4326;POINT(-0.101752281188965 51.5048492655363),2016-10-03 15:16:37.47+00,"{""GRAVEL LANE"",""Gravel Lane""}"
57f22acc2c66dca32201d2d6,SRID=4326;POINT(-0.098801851272583 51.5036905923328),2016-10-03 15:11:03.196+00,"{""UNION STREET"",""Union Street""}"
57f22adf2c66dca32201d2dd,SRID=4326;POINT(-0.098576545715332 51.5034267980625),2016-10-03 15:11:16.745+00,"{SOUTHWARK,Southwark}"
57f2770b2c66dcab3d001920,SRID=4326;POINT(-0.0487196445465088 51.4998526247341),2016-10-05 17:06:16.328+00,"{""St. Mary Rotherhithe"",""ST. MARY ROTHERHITHE""}"
57f27b0b2c66dcab3d001a9c,SRID=4326;POINT(-0.023345947265625 51.468164248169),2016-10-09 18:55:28.665+00,"{""Lewisham Road Sta."",""Lewisham Road Sta.""}"
57f27b102c66dcab3d001aa2,SRID=4326;POINT(-0.0236517190933228 51.4683380194064),2016-10-09 18:55:12.582+00,"{Ch.,Ch.}"
57f27b162c66dcab3d001aaa,SRID=4326;POINT(-0.0241345167160034 51.4680807040693),2016-10-09 18:55:07.811+00,"{Vic.,Vic.}"
57f27b222c66dcab3d001ab3,SRID=4326;POINT(-0.0248801708221436 51.4689863139516),2016-10-09 18:54:31.233+00,"{""St. John's Sta."",""St. John's Sta.""}"
57f27b452c66dcab3d001abd,SRID=4326;POINT(-0.0379157066345215 51.4734634162677),2016-10-09 18:41:23.945+00,"{""St. James's Church"",""St. James's Church""}"
57f2d5162c66dcab3d005b17,SRID=4326;POINT(0.00396966934204102 51.4895337017936),2016-10-05 18:27:40.575+00,"{F.B,F.B}"
57f2d51b2c66dcab3d005b19,SRID=4326;POINT(0.00635147094726562 51.4885182710288),2016-10-05 18:28:29.884+00,"{Chapel,Chapel}"
57f2d5212c66dcab3d005b1b,SRID=4326;POINT(0.00572919845581055 51.4878368508619),2016-10-05 18:28:48.558+00,"{Schs.,Schs.}"
57f2d5352c66dcab3d005b21,SRID=4326;POINT(0.000772476196289062 51.4838149283338),2016-10-05 18:30:20.357+00,"{""TRAFALGAR ROAD"",""TRAFALGAR ROAD""}"
57f2d53b2c66dcab3d005b23,SRID=4326;POINT(-0.00238180160522461 51.483641216047),2016-10-05 18:29:52.581+00,"{Sch.,Sch.}"
57f2d54a2c66dcab3d005b27,SRID=4326;POINT(-0.00227451324462891 51.4819641903255),2016-10-05 18:30:37.841+00,"{Sch.,Sch.}"
57f2d5552c66dcab3d005b29,SRID=4326;POINT(-0.00102996826171875 51.4815365723061),2016-10-05 18:30:41.553+00,"{""PARK PLACE"",""PARK PLACE""}"
57f2d55e2c66dcab3d005b2d,SRID=4326;POINT(-0.000225305557250977 51.4831534818584),2016-10-05 18:30:07.071+00,"{""PARK STREET"",""PARK STREET""}"
57f2d5642c66dcab3d005b31,SRID=4326;POINT(0.00182390213012695 51.4828929094006),2016-10-05 18:30:36.24+00,"{S.Ps,S.Ps}"
57f2d5692c66dcab3d005b35,SRID=4326;POINT(0.00265002250671387 51.4828595025675),2016-10-05 18:31:31.424+00,"{Station,""Maze Hill Station ""}"
57f2d5752c66dcab3d005b3b,SRID=4326;POINT(-0.00389456748962402 51.4835343158493),2016-10-05 18:29:44.083+00,"{""PARK ROW"",""PARK ROW""}"
57f2d57d2c66dcab3d005b3f,SRID=4326;POINT(-0.00154495239257812 51.4856188245036),2016-10-05 18:28:57.727+00,"{P.H.,P.H.}"
57f2d5872c66dcab3d005b43,SRID=4326;POINT(0.000976324081420898 51.4856188245036),2016-10-05 18:29:19.727+00,"{""GIBSON ST."",""GIBSON ST.""}"
57f2d58e2c66dcab3d005b45,SRID=4326;POINT(0.00445246696472168 51.4850375768635),2016-10-05 18:30:59.262+00,"{Church,Church}"
57f2d5932c66dcab3d005b47,SRID=4326;POINT(0.0056755542755127 51.4856321864311),2017-01-01 15:58:27.803+00,"{Chap.,Chapel}"
57f2d5a22c66dcab3d005b49,SRID=4326;POINT(0.00299334526062012 51.486480660815),2016-10-05 18:31:14.129+00,"{""NORTHUMBERLAND ST."",""NORTHUMBERLAND ST.""}"
57f2d5c82c66dcab3d005b51,SRID=4326;POINT(0.00591158866882324 51.4888055333417),2016-10-05 18:28:10.129+00,"{""AZOF STREET"",""AZOF STREET""}"
57f2d5d32c66dcab3d005b53,SRID=4326;POINT(0.00587940216064453 51.4892664853639),2016-10-05 18:27:53.874+00,"{""MAURITIUS ROAD"",""MAURITIUS ROAD""}"
57f2d5d72c66dcab3d005b55,SRID=4326;POINT(0.0071561336517334 51.4889591845336),2016-10-05 18:27:58.812+00,"{Hall,Hall}"
57f2d5e32c66dcab3d005b57,SRID=4326;POINT(0.00869035720825195 51.4890460306304),2016-10-05 18:28:20.662+00,"{""BLACKWALL LANE"",""BLACKWALL LANE""}"
57f2d5ee2c66dcab3d005b59,SRID=4326;POINT(0.00443100929260254 51.4868280630937),2016-10-05 18:28:41.283+00,"{""CHURCH STREET"",""CHURCH STREET""}"
57f2d60d2c66dcab3d005b5b,SRID=4326;POINT(0.0105893611907959 51.4860330424383),2017-01-01 15:36:27.298+00,"{Schools,Schools}"
57f2d61b2c66dcab3d005b5f,SRID=4326;POINT(0.0060725212097168 51.4841289450191),2016-10-17 12:12:16.826+00,"{""WALNUT TREE ROAD"",""WALNUT TREE ROAD""}"
57f2d6292c66dcab3d005b64,SRID=4326;POINT(0.00537514686584473 51.4846099876626),2016-10-17 12:12:27.922+00,"{""EARLSWOOD STREET"",""EARLSWOOD STREET""}"
57f2d6352c66dcab3d005b68,SRID=4326;POINT(0.00251054763793945 51.4837948846422),2016-10-05 18:30:51.915+00,"{""TODDMANS LANE"",""TODDMANS LANE""}"
57f2d6462c66dcab3d005b6c,SRID=4326;POINT(0.00640511512756348 51.4829196348494),2017-01-01 15:38:14.735+00,"{""WOODLANDS PARK ROAD"",""WOODLANDS PARK RD"",""Woodlands Park Road""}"
57f2d6882c66dcab3d005b7f,SRID=4326;POINT(-0.0134861469268799 51.4816301140904),2017-01-01 16:00:07.468+00,"{""HORSEFERRY ROAD"",Ch.,Church}"
57f2d6a72c66dcab3d005b88,SRID=4326;POINT(-0.0250303745269775 51.4787101836306),2016-10-05 18:32:19.755+00,"{Sch.,Sch.}"
57f2d6ac2c66dcab3d005b8c,SRID=4326;POINT(-0.025641918182373 51.4782223967042),2016-10-05 18:32:19.88+00,"{Ch.,Ch.}"
57f2d6b52c66dcab3d005b90,SRID=4326;POINT(-0.0282704830169678 51.4786567277836),2016-10-05 18:32:20.135+00,"{""Deptford Sta."",""Deptford Sta.""}"
57f37cbc2c66dcab3d007195,SRID=4326;POINT(-0.0951433181762695 51.4989454013305),2016-10-05 15:40:26.599+00,"{""SWAN STREET"",""Swan Street""}"
57f37cc52c66dcab3d00719b,SRID=4326;POINT(-0.0942528247833252 51.4992125610285),2016-10-04 12:38:27.287+00,"{""TRINITY STREET"",""Trinity Street""}"
57f37ccc2c66dcab3d0071a3,SRID=4326;POINT(-0.0944674015045166 51.4986381657416),2016-10-05 15:40:44.195+00,"{""TRINITY  SQUARE"",""Trinity Square""}"
57f37cd42c66dcab3d0071a7,SRID=4326;POINT(-0.0948536396026611 51.4977164465487),2016-10-05 15:41:38.301+00,"{""BROCKHAM ST."",""Brockham St.""}"
57f37cda2c66dcab3d0071ab,SRID=4326;POINT(-0.0940918922424316 51.4975027118997),2016-10-05 15:41:05.47+00,"{""UNION SQ."",""Union Sq.""}"
57f37ced2c66dcab3d0071b9,SRID=4326;POINT(-0.0935232639312744 51.4996867656358),2016-10-04 12:37:48.352+00,"{""COLE STREET"",""Cole Street""}"
57f37cf42c66dcab3d0071bd,SRID=4326;POINT(-0.0919890403747559 51.5007353414044),2016-10-04 12:37:57.33+00,"{""TABARD STREET"",""Tabard Street""}"
57f37d062c66dcab3d0071c6,SRID=4326;POINT(-0.0908088684082031 51.4982173832051),2016-10-05 15:40:57.825+00,"{""GREAT DOVER STREET"",""Great Dover Street""}"
57f37d0c2c66dcab3d0071cc,SRID=4326;POINT(-0.0874292850494385 51.4969015778258),2016-10-04 12:50:05.933+00,"{""LAW STREET"",""Law Street""}"
57f37d192c66dcab3d0071d5,SRID=4326;POINT(-0.0841569900512695 51.4950847688814),2016-10-04 12:49:14.155+00,"{""BERMONDSEY NEW ROAD"",""Bermondsey New Road""}"
57f37d212c66dcab3d0071dd,SRID=4326;POINT(-0.0890064239501953 51.4945437198715),2016-10-04 12:48:56.909+00,"{""WARNER STREET"",""Warner Street""}"
57f37d2c2c66dcab3d0071e6,SRID=4326;POINT(-0.0900471210479736 51.4964874586295),2016-10-05 15:41:52.781+00,"{""GREAT BLAND STREET"",""Great Bland Street""}"
57f37d412c66dcab3d0071ee,SRID=4326;POINT(-0.0906157493591309 51.4960165604557),2016-10-05 15:42:05.849+00,"{""DEVERELL STREET"",""Deverell Street""}"
57f37d4f2c66dcab3d0071f6,SRID=4326;POINT(-0.0946176052093506 51.4957460422835),2016-10-05 16:46:15.542+00,"{""FALMOUTH ROAD"",""FALMOUTH ROAD""}"
57f37d572c66dcab3d0071fa,SRID=4326;POINT(-0.0929224491119385 51.4945303605554),2016-10-05 15:42:17.368+00,"{""HARPER ST."",""Harper St.""}"
57f37d612c66dcab3d007200,SRID=4326;POINT(-0.10113000869751 51.4960199001762),2016-10-04 12:39:37.529+00,"{""SKIPTON ST."",""Skipton St.""}"
57f37d6b2c66dcab3d007206,SRID=4326;POINT(-0.101323127746582 51.498511263481),2016-10-04 12:38:36.224+00,"{""LANCASTER STREET"",""Lancaster Street""}"
57f37d772c66dcab3d00720b,SRID=4326;POINT(-0.0983619689941406 51.4963271534144),2016-10-05 16:46:01.007+00,"{""TARN ST."",""Tann St."",""TARN ST.""}"
57f37d832c66dcab3d007211,SRID=4326;POINT(-0.0975465774536133 51.4976095793495),2016-10-04 12:38:55.751+00,"{""DEVONSHIRE ST."",""Devonshire St.""}"
57f37d892c66dcab3d007215,SRID=4326;POINT(-0.0956583023071289 51.4980838006351),2016-10-05 15:41:19.886+00,"{""UNION ROAD"",""Union Road""}"
57f37d982c66dcab3d007220,SRID=4326;POINT(-0.092010498046875 51.4940026644397),2016-10-04 12:48:46.839+00,"{""MUNTON ROAD"",""Munton Road""}"
57f37daa2c66dcab3d007228,SRID=4326;POINT(-0.079200267791748 51.4958261959834),2016-10-04 12:49:45.004+00,"{""GRANGE ROAD"",""Grange Road""}"
57f37db12c66dcab3d00722e,SRID=4326;POINT(-0.0794363021850586 51.4964874586295),2016-10-04 12:49:34.922+00,"{""GRANGE WALK"",""Grange Walk""}"
57f37dc92c66dcab3d007243,SRID=4326;POINT(-0.0870430469512939 51.5041213417192),2016-10-06 14:36:33.157+00,"{""ST. THOMAS STREET"",""St. Thomas's Street"",""ST. THOMAS'S STREET""}"
57f37dec2c66dcab3d00725b,SRID=4326;POINT(-0.0968384742736816 51.5067257861513),2016-10-12 13:53:38.622+00,"{""EMERSON STREET"",""EMERSON STREET"",""EMERSON STRET""}"
57f37df52c66dcab3d007261,SRID=4326;POINT(-0.0966668128967285 51.506525449557),2016-10-04 17:07:53.856+00,"{Ch.,Ch.}"
57f37dfc2c66dcab3d007267,SRID=4326;POINT(-0.0931906700134277 51.5077875553958),2016-10-05 17:02:01.756+00,"{S.Ps,S.Ps}"
57f37e172c66dcab3d00727c,SRID=4326;POINT(-0.0936305522918701 51.5039209936739),2016-10-04 17:08:05.109+00,"{Schs.,Schs.}"
57f37e232c66dcab3d007282,SRID=4326;POINT(-0.0897037982940674 51.5018974290392),2016-10-04 17:07:03.767+00,"{Sch.,Sch.}"
57f37e272c66dcab3d007288,SRID=4326;POINT(-0.0872898101806641 51.5015100697868),2016-10-04 17:07:07.775+00,"{Ch.,Ch.}"
57f37e2c2c66dcab3d00728a,SRID=4326;POINT(-0.0848543643951416 51.5014499620215),2016-10-04 17:07:16.207+00,"{Sch.,Sch.}"
57f37e302c66dcab3d00728e,SRID=4326;POINT(-0.0855624675750732 51.5022914635213),2016-10-04 17:07:20.629+00,"{Sch.,Sch.}"
57f37e3c2c66dcab3d007294,SRID=4326;POINT(-0.0859808921813965 51.5018573575451),2016-10-05 17:04:22.216+00,"{""WESTON STREET"",""WESTON STREET""}"
57f37e482c66dcab3d00729c,SRID=4326;POINT(-0.0874185562133789 51.5005616935809),2016-10-05 17:04:34.874+00,"{""NELSON ST."",""NELSON ST.""}"
57f37e4c2c66dcab3d0072a2,SRID=4326;POINT(-0.0878798961639404 51.5009490608943),2016-10-04 17:07:11.796+00,"{Sch.,Sch.}"
57f37e512c66dcab3d0072a8,SRID=4326;POINT(-0.0891566276550293 51.5008822736614),2016-10-04 17:06:59.318+00,"{Ch.,Ch.}"
57f37e552c66dcab3d0072ac,SRID=4326;POINT(-0.0893068313598633 51.4997535546207),2016-10-04 17:08:12.734+00,"{Chap.,Chap.}"
57f37e5a2c66dcab3d0072b2,SRID=4326;POINT(-0.0891244411468506 51.4993928929394),2016-10-04 17:06:53.764+00,"{Ch.,Ch.}"
57f37e622c66dcab3d0072ba,SRID=4326;POINT(-0.0889420509338379 51.5004815482084),2016-10-05 15:40:16.389+00,"{""LONG LANE"",""Long Lane""}"
57f37e6b2c66dcab3d0072c0,SRID=4326;POINT(-0.0869786739349365 51.4978834260459),2016-10-04 17:06:50.375+00,"{Sch.,Sch.}"
57f37e732c66dcab3d0072c6,SRID=4326;POINT(-0.0922679901123047 51.4977364841207),2016-10-04 17:06:42.827+00,"{Chap.,Chap.}"
57f37e792c66dcab3d0072cc,SRID=4326;POINT(-0.0897145271301269 51.4976162585568),2016-10-04 17:06:46.821+00,"{Chap.,Chap.}"
57f37e832c66dcab3d0072d0,SRID=4326;POINT(-0.0959372520446777 51.4972822969932),2016-10-04 12:39:11.985+00,"{Sch.,Sch.}"
57f37e8b2c66dcab3d0072d8,SRID=4326;POINT(-0.0968921184539795 51.49765633378),2016-10-04 12:39:05.335+00,"{""Sessions House"",""Sessions House""}"
57f37e972c66dcab3d0072e0,SRID=4326;POINT(-0.0964522361755371 51.4948175849878),2016-10-04 17:06:34.607+00,"{Ch.,Ch.}"
