entryid,gridref,datestamp,transcription
57f6ace92c66dcab3d01d898,SRID=4326;POINT(-0.0991237163543701 51.5175960644997),2016-10-10 19:51:15.863+00,"{""LITTLE BRITAIN"",""LITTLE BRITAIN""}"
57f6acff2c66dcab3d01d8a6,SRID=4326;POINT(-0.101526975631714 51.517969934563),2016-10-10 19:51:08.459+00,"{""WEST SMITHFIELD"",""WEST SMITHFIELD""}"
57f6ad082c66dc32c0000015,SRID=4326;POINT(-0.104176998138428 51.5174358335331),2016-10-10 19:49:45.177+00,"{""SNOW HILL"",""SNOW HILL""}"
57f6ad192c66dcab3d01d8aa,SRID=4326;POINT(-0.103635191917419 51.5175459923832),2016-10-10 19:49:48.985+00,"{""KING ST."",""KING ST.""}"
57f6ad252c66dc32c0000017,SRID=4326;POINT(-0.103715658187866 51.5181134731469),2016-10-11 17:59:44.074+00,"{""WEST SMITHFIELD"",""EST SMITHFIELD"",""West Smithfield""}"
57f6ad3b2c66dcab3d01d8b0,SRID=4326;POINT(-0.0898218154907226 51.5162808186393),2016-10-10 19:45:59.521+00,"{""COLEMAN ST."",""COLEMAN ST.""}"
57f6ad522c66dcab3d01d8b4,SRID=4326;POINT(-0.0885236263275146 51.5166546994988),2016-10-10 19:50:54.104+00,"{Sch.,Sch.,Sch.}"
57f6ad572c66dcab3d01d8b6,SRID=4326;POINT(-0.0869143009185791 51.5167281400212),2016-10-10 19:50:48.798+00,"{Sch.,Sch.,Sch.}"
57f6ad5b2c66dcab3d01d8b8,SRID=4326;POINT(-0.0848972797393799 51.516614640982),2016-10-10 19:51:03.593+00,"{Ch.,Ch.,Ch.}"
57f6ad662c66dcab3d01d8ba,SRID=4326;POINT(-0.0857555866241455 51.5145983167928),2016-10-10 19:51:29.544+00,"{""Old BRoad Street"",""OLD BROAD STREET"",""OLD BROAD STREET""}"
57f6adc32c66dcab3d01d8be,SRID=4326;POINT(-0.0826013088226318 51.5134165223878),2016-10-10 16:51:17.015+00,"{""Leadenhall Street"",""LEADENHALL STREET""}"
57f6adcb2c66dcab3d01d8c0,SRID=4326;POINT(-0.086066722869873 51.5131828305978),2016-10-10 19:52:13.484+00,"{h.,Ch.,Ch.}"
57f6add12c66dc32f200000c,SRID=4326;POINT(-0.0841677188873291 51.5131694767451),2016-10-10 19:52:18.759+00,"{Ch.,Ch.,Ch.}"
57f6addd2c66dc32c000001d,SRID=4326;POINT(-0.0832772254943848 51.5115469544999),2016-10-10 19:44:29.457+00,"{""FENCHURCH STREET"",""FENCHURCH STREET""}"
57f6adef2c66dc32f200000e,SRID=4326;POINT(-0.0852727890014648 51.5100312127881),2016-10-10 19:43:02.63+00,"{Ch.,Ch.}"
57f6adf52c66dcab3d01d8cb,SRID=4326;POINT(-0.0843662023544312 51.5101447282315),2016-10-10 19:43:05.904+00,"{Ch.,Ch.}"
57f6adf92c66dcab3d01d8ce,SRID=4326;POINT(-0.0841677188873291 51.5097407455127),2016-10-10 19:43:09.244+00,"{sch.,Sch.}"
57f6adfd2c66dcab3d01d8d0,SRID=4326;POINT(-0.0828105211257935 51.5094369214385),2016-10-10 19:43:12.463+00,"{Ch.,Ch.}"
57f6ae0e2c66dcab3d01d8d6,SRID=4326;POINT(-0.0818073749542236 51.5100245354003),2016-10-12 13:54:17.426+00,"{""GREAT TOWER STREET"",""GREAT TOWER STREET"",""GREEAT TOWER STREET""}"
57f6ae982c66dcab3d01d8e0,SRID=4326;POINT(-0.0899720191955566 51.5174024520108),2016-10-10 19:47:35.901+00,"{""LONDON WALL"",""LONDON WALL""}"
57f6aeab2c66dcab3d01d8e8,SRID=4326;POINT(-0.0884914398193359 51.5177696474107),2016-10-10 19:47:30.754+00,"{""FINSBURY PAVEMENT"",""FINSBURY PAVEMENT""}"
57f6b1882c66dcab3d01daca,SRID=4326;POINT(-0.0924396514892578 51.5183037445261),2016-10-10 19:47:40.588+00,"{""FORE STREET"",""FORE STREET""}"
57f6b1972c66dcab3d01dad9,SRID=4326;POINT(-0.0921928882598877 51.5186776087803),2016-10-10 19:47:48.58+00,"{""Moorgate St. Sta."",""Moorgate St. Sta.""}"
57f6b2752c66dcab3d01db5c,SRID=4326;POINT(-0.0870698690414429 51.5182136160771),2016-10-10 19:50:18.999+00,"{""Finsbury Circus"",""FINSBURY CIRCUS"",""FINSBURY CIRCUS""}"
57f6b27f2c66dcab3d01db60,SRID=4326;POINT(-0.0869572162628174 51.5180366967513),2016-10-10 19:50:30.118+00,"{""Met. Ry."",""MET. RY."",""MET. RY.""}"
57f6b28d2c66dcab3d01db64,SRID=4326;POINT(-0.086667537689209 51.5176661653703),2016-10-10 19:50:42.717+00,"{""R.C. Chap."",""R.C. Chap."",""R.C. Chap""}"
57f6b2972c66dcab3d01db6a,SRID=4326;POINT(-0.0853371620178223 51.5179599202262),2016-10-10 19:48:09.921+00,"{Chaps.,Chaps.}"
57f6b2a02c66dcab3d01db6e,SRID=4326;POINT(-0.085718035697937 51.5185841430045),2016-10-10 19:48:04.981+00,"{""ELDON STREET"",""ELDON STREET""}"
57f6b2b52c66dcab3d01db74,SRID=4326;POINT(-0.085294246673584 51.5170085481997),2016-10-10 19:46:57.391+00,"{""BLOMFIELD ST."",""BLOMFIELD ST.""}"
57f6b2cb2c66dcab3d01db80,SRID=4326;POINT(-0.0847846269607544 51.5171454134694),2016-10-10 19:46:25.715+00,"{""Bishopsgate Sta."",""Bishopsgate Sta.""}"
57f6b2d12c66dcab3d01db84,SRID=4326;POINT(-0.0847846269607544 51.5169417845043),2016-10-10 19:46:51.293+00,"{""NEW BROAD ST"",""NEW BROAD ST.""}"
57f6b2dc2c66dcab3d01db90,SRID=4326;POINT(-0.0835400819778442 51.5165278474083),2016-10-10 19:46:43.662+00,"{""NEW BROAD ST."",""NEW BROAD ST.""}"
57f6b2e42c66dcab3d01db98,SRID=4326;POINT(-0.0827676057815552 51.516771536638),2016-10-10 19:51:10.805+00,"{Sch.,Sch.,Sch.}"
57f6b2ea2c66dcab3d01db9e,SRID=4326;POINT(-0.0823545455932617 51.5164844505594),2016-10-10 19:51:16.403+00,"{Church,Church,Church}"
57f6b6742c66dcab3d01dd41,SRID=4326;POINT(-0.104960203170776 51.5186308759163),2016-10-10 19:50:09.634+00,"{""CHARTERHOUSE STREET"",""CHARTERHOUSE STREET""}"
57f6b67d2c66dcab3d01dd47,SRID=4326;POINT(-0.10711669921875 51.5183438015573),2016-10-10 19:50:02.181+00,"{""ELY PLACE"",""ELY PLACE""}"
57f6b6e42c66dcab3d01dd70,SRID=4326;POINT(-0.106027722358704 51.5153627945816),2016-10-10 19:38:24.043+00,"{""ST. BRIDE'S ST."",""ST. BRIDE'S ST.""}"
57f6b8032c66dcab3d01ddf0,SRID=4326;POINT(-0.110946893692017 51.5141442977105),2016-10-10 19:38:06.558+00,"{Ch.,Ch.}"
57f6b81f2c66dcab3d01ddfc,SRID=4326;POINT(-0.113672018051147 51.5131961844467),2016-10-10 19:36:01.516+00,"{Ch.,Ch.}"
57f6b8282c66dcab3d01de01,SRID=4326;POINT(-0.114401578903198 51.5128623370507),2016-10-10 19:35:57.898+00,"{L.B,L.B}"
57f6b8352c66dcab3d01de08,SRID=4326;POINT(-0.114476680755615 51.5146650839233),2016-10-10 19:36:15.649+00,"{""CAREY STREET"",""CAREY STREET""}"
57f6b84d2c66dcab3d01de12,SRID=4326;POINT(-0.114637613296509 51.5144814740791),2016-10-10 19:36:11.224+00,"{""ROYAL COURTS OF JUSTICE"",""ROYAL COURTS OF JUSTICE""}"
57f6b85d2c66dcab3d01de1a,SRID=4326;POINT(-0.117073059082031 51.5132028613697),2016-10-10 19:53:43.887+00,"{""NEWCASTLE ST."",""NEWCASTLE ST.""}"
57f6b8b82c66dcab3d01de32,SRID=4326;POINT(-0.119776725769043 51.5111062594663),2016-10-10 19:34:44.291+00,"{STRAND,STRAND}"
57f6b8c82c66dcab3d01de3a,SRID=4326;POINT(-0.120677947998047 51.5120610933179),2016-10-10 19:34:33.172+00,"{""WELLINGTON STREET"",""WELLINGTON STREET""}"
57f6b8e92c66dcab3d01de43,SRID=4326;POINT(-0.120431184768677 51.512528487208),2016-10-12 14:21:18.728+00,"{""CATHERINE ST"",""CATHERINE ST."",""ATHERINE ST.""}"
57f6b8fc2c66dcab3d01de49,SRID=4326;POINT(-0.121734738349915 51.512438347331),2016-10-10 19:34:17.115+00,"{""RUSSELL ST"",""RUSSELL ST.""}"
57f6b93d2c66dcab3d01de77,SRID=4326;POINT(-0.121112465858459 51.5115669859911),2016-10-10 19:34:11.24+00,"{""BURLEIGH ST."",""BURLEIGH ST.""}"
57f6c1a42c66dcab3d01e291,SRID=4326;POINT(-0.0464773178100586 51.5018239646064),2016-10-07 11:14:43.695+00,"{F.B.,F.B.}"
57f6c1c22c66dcab3d01e299,SRID=4326;POINT(-0.0530970096588135 51.4977965967838),2016-10-07 11:14:22.149+00,"{""MOODKEE ST."",""MOODKEE ST.""}"
57f6c20f2c66dcab3d01e2b2,SRID=4326;POINT(-0.0485265254974365 51.4951782828742),2016-10-06 21:28:47.707+00,{Yard}
57f6cd362c66dcab3d01e6ba,SRID=4326;POINT(-0.12009859085083 51.5137837499214),2016-10-10 19:53:26.788+00,"{""KEMBLE ST."",""KEMBLE ST.""}"
57f6cd402c66dcab3d01e6c0,SRID=4326;POINT(-0.118564367294312 51.5139373169212),2016-10-10 19:53:32.753+00,"{""STANHOPE ST."",""STANHOPE ST.""}"
57f6cd4b2c66dcab3d01e6c6,SRID=4326;POINT(-0.117244720458984 51.5143980148143),2016-10-10 19:53:38.078+00,"{""CLARE MARKET"",""CLARE MARKET""}"
57f6cde62c66dcab3d01e6ea,SRID=4326;POINT(-0.121514797210693 51.5147318509559),2016-10-10 19:53:20.078+00,"{""GREAT WILD ST."",""GREAT WILD ST.""}"
57f6cdf92c66dcab3d01e6ee,SRID=4326;POINT(-0.12160062789917 51.5151925408134),2016-10-10 19:52:03.57+00,"{""GREAT QUEEN STREET"",""GREAT QUEEN STREET""}"
57f6ce272c66dcab3d01e6f7,SRID=4326;POINT(-0.121665000915527 51.5165078180986),2016-10-10 19:51:52.896+00,"{""Casual Wards"",""Casual Wards""}"
57f6ce3a2c66dcab3d01e6fe,SRID=4326;POINT(-0.12060284614563 51.5173089836181),2016-10-10 19:51:44.957+00,"{""LITTLE QUEEN ST."",""LITTLE QUEEN ST.""}"
57f6cfbb2c66dcab3d01e77a,SRID=4326;POINT(-0.117073059082031 51.5153360881502),2016-10-15 07:13:31.161+00,"{""LINCOLN'S INN FIELDS"",""LINCOLN INN'S FIELDS"",""LINCOLN'S INN FIELDS""}"
57f6cfc82c66dcab3d01e781,SRID=4326;POINT(-0.116826295852661 51.5152392772053),2016-10-10 19:36:35.533+00,"{COLLEGE,COLLEGE}"
57f6cfe02c66dcab3d01e78c,SRID=4326;POINT(-0.113457441329956 51.5157934336253),2016-10-10 19:37:35.485+00,"{""NEW SQUARE"",""NEW SQUARE""}"
57f6d0272c66dcab3d01e7af,SRID=4326;POINT(-0.111654996871948 51.5154996647965),2016-10-10 19:38:00.413+00,"{""RECORD OFF."",""RECORD OFF.""}"
57f6d02f2c66dcab3d01e7b3,SRID=4326;POINT(-0.112695693969727 51.5167281400212),2016-10-10 19:37:30.08+00,"{""CHANCERY LANE"",""CHANCERY LANE""}"
57f6d0412c66dcab3d01e7ba,SRID=4326;POINT(-0.113532543182373 51.5167181254115),2016-10-10 19:37:22.619+00,"{""OLD SQ"",""OLD SQ.""}"
57f6d04c2c66dcab3d01e7c2,SRID=4326;POINT(-0.114760994911194 51.5175092727961),2016-10-10 19:37:05.718+00,"{""LINCOLN'S INN"",""LINCOLN'S INN""}"
57f6d0572c66dcab3d01e7c8,SRID=4326;POINT(-0.11410653591156 51.5176494746966),2016-10-10 19:37:17.597+00,"{""STONE BLDGS."",""STONE BLDGS.""}"
57f6d0642c66dcab3d01e7d2,SRID=4326;POINT(-0.120205879211426 51.5175693593777),2016-10-10 19:51:36.822+00,"{""HIGH HOLBORN"",""HIGH HOLBORN""}"
57f7809e2c66dcab3d021077,SRID=4326;POINT(-0.0760245323181152 51.4904489061972),2016-10-07 13:46:21.938+00,"{S.Ps,S.Ps}"
57f780bd2c66dcab3d021085,SRID=4326;POINT(-0.0827193260192871 51.4879437409733),2016-10-07 13:45:48.556+00,"{""ALDBRIDGE ROAD"",""Aldbridge Road""}"
57f780c62c66dcab3d021087,SRID=4326;POINT(-0.0824940204620361 51.4884047017082),2016-10-07 13:45:37.106+00,"{Ch.,Ch}"
57f780cb2c66dcab3d02108b,SRID=4326;POINT(-0.0789105892181396 51.4871821434617),2016-10-07 13:45:55.476+00,"{Sch.,Sch.}"
57f780dd2c66dcab3d021098,SRID=4326;POINT(-0.0863564014434814 51.4846567554268),2016-10-18 14:51:42.262+00,"{Ch.,Ch.}"
57f780ef2c66dcab3d0210a0,SRID=4326;POINT(-0.0873327255249023 51.4853983521329),2016-10-18 14:51:56.667+00,"{""FARADAY STREET"",""Faraday Street""}"
57f780f92c66dcab3d0210a6,SRID=4326;POINT(-0.0875794887542725 51.4864205332288),2016-10-18 14:52:18.157+00,"{""INVILLE ROAD"",""Inville Road""}"
57f781032c66dcab3d0210ac,SRID=4326;POINT(-0.0873863697052002 51.4859127860062),2016-10-18 14:52:03.908+00,"{""MANN STREET"",""Mann Street""}"
57f781132c66dcab3d0210b4,SRID=4326;POINT(-0.0801444053649902 51.4850509389614),2016-10-18 14:50:14.212+00,"{""SANDOVER ROAD"",""Sandover Road""}"
57f7811e2c66dcab3d0210bc,SRID=4326;POINT(-0.0767648220062256 51.4869950824778),2016-10-07 13:46:01.833+00,"{Ch.,Ch}"
57f7812a2c66dcab3d0210c2,SRID=4326;POINT(-0.0796616077423096 51.4842892931308),2016-10-18 14:50:02.325+00,"{""LONGCROFT ROAD"",""Longcroft Road""}"
57f781362c66dcab3d0210ca,SRID=4326;POINT(-0.0764107704162598 51.4839685963436),2016-10-18 14:49:52.403+00,"{Ch.,Ch.}"
57f7813f2c66dcab3d0210d0,SRID=4326;POINT(-0.0752842426300049 51.4847168853387),2016-10-18 14:50:37.443+00,"{""PEPLER ROAD"",""Pepler Road""}"
57f781472c66dcab3d0210d8,SRID=4326;POINT(-0.0742971897125244 51.4856522293152),2016-10-18 14:50:49.484+00,"{""TRAFALGAR ROAD"",""Trafalgar Road""}"
57f781562c66dcab3d0210de,SRID=4326;POINT(-0.0764107704162598 51.4878435315012),2016-10-07 13:46:07.947+00,"{Sch.,Sch.}"
57f781642c66dcab3d0210e8,SRID=4326;POINT(-0.0706923007965088 51.4837414347548),2016-10-18 14:51:17.933+00,"{""OSSORY ROAD"",""Ossory Road""}"
57f7816b2c66dcab3d0210ee,SRID=4326;POINT(-0.0703811645507812 51.4836545785541),2016-10-18 14:51:08.199+00,"{""OLMAR ST."",""Olmar St.""}"
57f781802c66dcab3d0210f6,SRID=4326;POINT(-0.0727629661560059 51.4837147097876),2016-10-18 14:49:42.02+00,"{""GLENGALL ROAD"",""Glengall Road""}"
57f7818f2c66dcab3d021100,SRID=4326;POINT(-0.0622916221618652 51.4834942282106),2016-10-07 13:48:41.42+00,"{Sch.,Sch.}"
57f781b12c66dcab3d021112,SRID=4326;POINT(-0.0526678562164307 51.4825922470222),2016-10-07 11:06:25.253+00,"{""SHARRATT ST.""}"
57f781c02c66dcab3d02111c,SRID=4326;POINT(-0.0513482093811035 51.4815766616658),2016-10-07 13:50:53.601+00,"{""UPCOTT STREET"",""Upcott Street""}"
57f781ca2c66dcab3d021122,SRID=4326;POINT(-0.0522387027740478 51.4814296671748),2016-10-07 13:51:06.392+00,"{""BLOCKHOUSE ST."",""Blockhouse St.""}"
57f781d72c66dcab3d021128,SRID=4326;POINT(-0.0524961948394775 51.4808684111237),2016-10-07 13:51:18.872+00,"{""HORNSHAY ST."",""Hornshay St.""}"
57f781dc2c66dcab3d02112a,SRID=4326;POINT(-0.0512731075286865 51.4804675097156),2016-10-07 13:51:25.054+00,"{S.Ps,S.Ps}"
57f781f52c66dcab3d021136,SRID=4326;POINT(-0.0483012199401855 51.4809151827251),2016-10-07 11:07:33.55+00,"{""L.B. & S.C.R. OLD KENT ROAD SPUR""}"
57f781fd2c66dcab3d02113c,SRID=4326;POINT(-0.0487840175628662 51.479999786952),2016-10-07 13:51:53.786+00,"{""NUNSDEN ROAD"",""Hunsden Road""}"
57f782062c66dcab3d021142,SRID=4326;POINT(-0.0496315956115723 51.4792581024502),2016-10-07 13:52:06.807+00,"{""EDRIC STREET"",""Edric Street""}"
57f782192c66dcab3d021148,SRID=4326;POINT(-0.0498569011688232 51.4786032718739),2016-10-07 13:52:30.361+00,"{""PARLBOROUGH ST."",""Parlborough St.""}"
57f7822d2c66dcab3d021155,SRID=4326;POINT(-0.0460696220397949 51.4779885244098),2017-01-01 16:07:14.266+00,"{""LEYLAND RD."",""Leyland Road"",""Leyland Road""}"
57f782382c66dcab3d02115d,SRID=4326;POINT(-0.0465631484985352 51.4784028116548),2016-10-07 13:54:46.821+00,"{""CAMPLIN STREET"",""Camplin Street""}"
57f782402c66dcab3d021165,SRID=4326;POINT(-0.0483119487762451 51.4772334428164),2016-10-07 13:54:03.856+00,"{""MONSON ROAD"",""Monson Road""}"
57f7824b2c66dcab3d021169,SRID=4326;POINT(-0.0503504276275635 51.478075391402),2016-10-07 13:52:40.519+00,"{""REASTON STREET"",""Reaston Street""}"
57f782592c66dcab3d02116f,SRID=4326;POINT(-0.0452864170074463 51.4768993319275),2016-10-07 13:53:30.695+00,"{""EGMONT ST."",""Egmont St.""}"
57f782642c66dcab3d021173,SRID=4326;POINT(-0.0463056564331055 51.4760373145317),2016-10-07 13:52:59.523+00,"{""BILLINGTON ROAD"",""Billington Road""}"
57f7826d2c66dcab3d021179,SRID=4326;POINT(-0.0476789474487305 51.4763914786892),2016-10-07 13:53:52.693+00,"{""CASELLA ROAD"",""Casella Road""}"
57f782712c66dcab3d02117d,SRID=4326;POINT(-0.049213171005249 51.4764449371911),2016-10-07 13:52:46.054+00,"{Ch.,Ch.}"
57f7827f2c66dcd1fa00001b,SRID=4326;POINT(-0.0461447238922119 51.4753423429099),2016-10-07 13:53:20.123+00,"{""HATCHAM PARK ROAD"",""Hatcham Park Road""}"
57f7828e2c66dcab3d021193,SRID=4326;POINT(-0.0436234474182129 51.4754559447643),2017-01-01 16:07:38.773+00,"{""NETTLETON RD."",""Nettleton Road"",""NETTLETON ROAD""}"
57f7829c2c66dcab3d02119b,SRID=4326;POINT(-0.0403833389282227 51.4755628638983),2016-10-14 16:35:17.354+00,"{""New Cross Sta."",""New Cross Sta""}"
57f782a32c66dcab3d02119f,SRID=4326;POINT(-0.0403082370758057 51.4770864343268),2016-10-14 16:34:53.795+00,"{""NORTH ROAD"",""NORTH ROAD""}"
57f782bc2c66dcab3d0211ad,SRID=4326;POINT(-0.0422608852386475 51.4743733744183),2016-10-14 16:35:07.136+00,"{""NEW CROSS ROAD"",""NEW CROSS ROAD""}"
57f782d62c66dcab3d0211bc,SRID=4326;POINT(-0.0253200531005859 51.4747609642848),2016-10-14 16:40:52.993+00,"{BROADWAY,BROADWAY}"
57f782df2c66dcab3d0211be,SRID=4326;POINT(-0.0238716602325439 51.4744335178893),2016-10-14 16:41:01.709+00,"{""DEPTFORD BRIDGE"",""DEPTFORD BRIDGE""}"
57f782f72c66dcab3d0211ce,SRID=4326;POINT(-0.0285279750823975 51.4882109651555),2016-10-14 16:27:34.004+00,"{Mud,Mud}"
57f783522c66dcab3d021217,SRID=4326;POINT(-0.037153959274292 51.4929873332102),2016-10-07 11:13:22.983+00,"{""Parly. Co. Union & Parly. Boro. By.""}"
57f783b82c66dcab3d02125f,SRID=4326;POINT(-0.0403296947479248 51.4993795350446),2016-10-10 16:51:12.748+00,"{F.B.,F.B.}"
57f7cde72c66dcab3d023c8d,SRID=4326;POINT(0.00891566276550293 51.4884180628194),2017-01-01 15:33:56.582+00,"{""LENTHORPE ROAD"",""Lenthorpe Road""}"
57f7cdf22c66dcab3d023c93,SRID=4326;POINT(0.0102782249450684 51.4871487397709),2017-01-01 15:34:44.91+00,"{""COLLERSTON ROAD"",""Collerston Road""}"
57f7cdfb2c66dcab3d023c98,SRID=4326;POINT(0.00870108604431152 51.4872289085878),2017-01-01 15:34:11.939+00,"{""GLENISTER ROAD"",""Glenister Road""}"
57f7ce052c66dcab3d023c9f,SRID=4326;POINT(0.00951647758483887 51.4873424808371),2017-01-01 15:34:55.918+00,"{""ARMITAGE ROAD"",""Armitage Road""}"
57f7ce0f2c66dcab3d023ca9,SRID=4326;POINT(0.0110077857971191 51.4871019745626),2017-01-01 15:34:32.249+00,"{""SELCROFT ROAD"",""Selcroft Road""}"
57f7ce292c66dcab3d023cb4,SRID=4326;POINT(0.0086742639541626 51.487375884386),2017-01-01 15:35:12.291+00,"{""CALETOCK STREET"",""Caletock Street""}"
57f7ce362c66dcab3d023cbc,SRID=4326;POINT(0.00523567199707031 51.4867345319714),2017-01-01 15:35:45.753+00,"{Sch.,School}"
57f7ce3b2c66dcab3d023cc1,SRID=4326;POINT(0.00568628311157227 51.4863236608399),2017-01-01 15:36:02.273+00,"{Chap.,Chapel}"
57f7ce422c66dcab3d023cc6,SRID=4326;POINT(0.00407695770263672 51.4857524436033),2017-01-01 15:58:36.936+00,"{Sch.,School}"
57f7ce602c66dcab3d023cd8,SRID=4326;POINT(0.00753164291381836 51.4859461906025),2016-10-07 16:33:36.857+00,{P.H.}
57f7ce672c66dcab3d023cda,SRID=4326;POINT(0.0082772970199585 51.4860965109829),2017-01-01 15:36:17.167+00,"{Workho.,Workhouse}"
57f7ce8c2c66dcab3d023cf8,SRID=4326;POINT(0.00944137573242187 51.4842425249898),2017-01-01 15:36:44.672+00,"{""CALVERT ROAD"",""Calver Road""}"
57f7ce952c66dcab3d023cfe,SRID=4326;POINT(0.010063648223877 51.4837481159941),2016-10-17 12:12:05.399+00,"{""ANNANDALE ROAD"",""ANNANDALE ROAD""}"
57f7cea02c66dcab3d023d07,SRID=4326;POINT(0.0165867805480957 51.4841489885639),2016-10-14 12:27:10.351+00,"{S.P,S.P.}"
57f7cebf2c66dcab3d023d15,SRID=4326;POINT(0.00530004501342773 51.4875529227867),2017-01-01 15:35:33.241+00,"{""BELLOT STREET"",""Bellot Srreet""}"
57f7cee62c66dcab3d023d21,SRID=4326;POINT(0.00760674476623535 51.482852821198),2016-10-14 12:28:30.124+00,"{S.PS,S.Ps}"
57f7ceff2c66dcab3d023d27,SRID=4326;POINT(0.0208139419555664 51.4835075907607),2017-01-01 15:54:57.133+00,"{""SIEBERT ROAD"",""Siebert Road""}"
57f7cf0d2c66dcab3d023d2d,SRID=4326;POINT(0.0246119499206543 51.4842759308097),2016-10-14 12:26:14.442+00,"{S.P,S.P.}"
57f7cf152c66dcab3d023d31,SRID=4326;POINT(0.0255239009857178 51.4839017842291),2016-10-14 12:26:30.749+00,"{B.Ss,B.Ss}"
57f7cf2b2c66dcab3d023d36,SRID=4326;POINT(0.026441216468811 51.4844429595421),2016-10-17 12:13:30.579+00,"{""FOSSDENE ROAD"",""FOSSDENE ROAD""}"
57f7cf362c66dcab3d023d3c,SRID=4326;POINT(0.0276428461074829 51.4849306799391),2016-10-17 12:13:19.599+00,"{""INVARINE ROAD"",""INVARINE ROAD""}"
57f7cf552c66dcab3d023d4e,SRID=4326;POINT(0.0318646430969238 51.479592196061),2016-10-17 12:14:03.413+00,"{""CHARLTON ROAD"",""CHARLTON ROAD""}"
57f7cf5e2c66dcab3d023d55,SRID=4326;POINT(0.0342142581939697 51.4801334225167),2016-10-17 12:14:13.629+00,"{M.P,M.P}"
57f7cf762c66dcab3d023d63,SRID=4326;POINT(0.0477433204650879 51.4838416532423),2016-11-04 15:53:33.486+00,"{""CHARLTON ROAD"",""Charlton Road""}"
57f7fe422c66dcab3d025246,SRID=4326;POINT(-0.053633451461792 51.5054903631207),2016-10-07 19:57:54.203+00,"{""New Crane Stairs""}"
57f8f5a92c66dcab3d029a95,SRID=4326;POINT(-0.117137432098389 51.5097240519349),2016-10-10 14:23:08.172+00,"{""Police Station"",""Police Station""}"
57fa8f332c66dcab3d03745f,SRID=4326;POINT(-0.0345683097839355 51.4748144246976),2016-10-14 16:34:22.577+00,"{""PARK ROAD"",""PARK ROAD""}"
57fa8f392c66dcab3d03746e,SRID=4326;POINT(-0.0374650955200195 51.473638281143),2016-10-14 16:35:45.071+00,"{School,School}"
57fa8f432c66dcab3d037478,SRID=4326;POINT(-0.0371110439300537 51.472368546676),2016-10-14 16:36:12.174+00,"{B.Ps.,BPs}"
57fa8f4a2c66dc4490000919,SRID=4326;POINT(-0.0391924381256104 51.4732774128367),2016-10-14 16:35:49.94+00,"{Vic.,Vic}"
57fa8f622c66dcab3d03749f,SRID=4326;POINT(-0.0375401973724365 51.4719876194444),2016-10-09 18:41:38.074+00,"{""Parly. Co. By.""}"
57fa8f6a2c66dcab3d0374a7,SRID=4326;POINT(-0.0370466709136963 51.4715799569539),2016-10-14 16:36:07.474+00,"{B.Ps.,BPs}"
57fa8f7d2c66dcab3d0374bd,SRID=4326;POINT(-0.0388705730438232 51.4748344723363),2016-10-14 16:35:25.948+00,"{""ST. JAMES'S"",""ST JAMES'S""}"
57fa8f852c66dcab3d0374c5,SRID=4326;POINT(-0.0406086444854736 51.4742330393442),2016-10-14 16:35:31.212+00,"{M.P,MP}"
57fa8f8b2c66dcab3d0374d0,SRID=4326;POINT(-0.0405228137969971 51.4740058292613),2016-10-14 16:35:34.875+00,"{S.B.,SB}"
57fa8f9a2c66dcab3d0374da,SRID=4326;POINT(-0.047914981842041 51.4744001048596),2016-10-30 12:04:29.317+00,"{""NEW CROSS"",""New Cross""}"
57fa8fa12c66dcab3d0374e2,SRID=4326;POINT(-0.0501787662506104 51.4745203916519),2016-10-30 12:03:50.503+00,"{""BESSON STREET"",""Besson Street""}"
57fa8fa72c66dcab3d0374e6,SRID=4326;POINT(-0.0494706630706787 51.4737518872412),2016-11-02 21:49:23.323+00,"{L.B.,L.B.}"
57fa8fb32c66dcab3d0374fe,SRID=4326;POINT(-0.0497281551361084 51.4751084558481),2016-10-30 12:03:35.543+00,"{""BRIANT STREET"",""Briant Street""}"
57fa8fbe2c66dcab3d03750b,SRID=4326;POINT(-0.0512409210205078 51.4737719353469),2016-10-30 12:04:45.963+00,"{""KENDER STREET"",""Kender Street""}"
57fa8fcb2c66dcab3d03751f,SRID=4326;POINT(-0.0462841987609863 51.4743466439613),2016-10-30 12:04:05.96+00,"{""NEW CROSS GATE"",""New Cross Gate""}"
57fa8fe62c66dcab3d03754f,SRID=4326;POINT(-0.0452005863189697 51.4787168656071),2017-01-01 16:07:03.459+00,"{""BROCKLEHURST STREET"",""Brocklehurst Street""}"
57fa90092c66dcab3d037584,SRID=4326;POINT(-0.0527429580688477 51.4745538045934),2016-10-30 12:03:08.05+00,"{""POMEROY STREET"",""Pomeroy Street""}"
57fa90122c66dcab3d037593,SRID=4326;POINT(-0.054481029510498 51.4735714538942),2016-10-30 12:02:03.629+00,"{""YORK GROVE"",""York Grove""}"
57fa901d2c66dcab3d03759e,SRID=4326;POINT(-0.0551247596740723 51.4737986661406),2016-10-30 12:01:52.069+00,"{""DAYTON GROVE"",""Dayton Grove""}"
57fa902b2c66dcab3d0375b3,SRID=4326;POINT(-0.056079626083374 51.4743867396409),2016-10-30 12:01:37.843+00,"{""ASTBURY ROAD"",""Astbury Road""}"
57fa90352c66dcab3d0375c2,SRID=4326;POINT(-0.0551676750183105 51.4749814880838),2016-10-30 12:02:50.707+00,"{""COLL'S ROAD"",""Coll's Road""}"
